id,deduction_date,customer_name,customer_account,standard_customer,deduction_reference,invoice_number,,,,,deduction_amount,deduction_reason,payment_number,backup_status,invoice_status,validation,invalid_amount,valid_amount,billback,billback_date,billback_amount,recover_status,recoverd_amount
,26-04-2024,Kroger Company,40000081,Kroger,9033866238-CM,9033866238-CM,1,1,1,0,176.27,Freight Allowance,,Yes,No,0,0,0,,,,,
806448,20-05-2024,Kroger Company,40000081,Kroger,9033955270,9033955270,1,1,1,0,176.78,Freight Allowance,,Yes,No,0,0,0,,,,,
806454,7/5/2024,Kroger Company,40000081,Kroger,9033893476,9033893476,1,1,1,0,208.21,Freight Allowance,,Yes,No,0,0,0,,,,,
806461,13-05-2024,Kroger Company,40000081,Kroger,9033914338,9033914338,1,1,1,0,215.59,Freight Allowance,,Yes,No,0,0,0,,,,,
806465,24-05-2024,Kroger Company,40000081,Kroger,9033982254-CM,9033982254-CM,1,1,1,0,224.89,Freight Allowance,,Yes,No,0,0,0,,,,,
806473,19-03-2024,Kroger Company,40000081,Kroger,9033721231,9033721231,1,1,1,0,244.3,Freight Allowance,,Yes,No,0,0,0,,,,,
806487,17-05-2024,Kroger Company,40000081,Kroger,9033950446,9033950446,1,1,1,0,273.25,Freight Allowance,,Yes,No,0,0,0,,,,,
806502,26-01-2024,Kroger Company,40000081,Kroger,9033527472-CM,9033527472-CM,1,1,1,0,277.75,Freight Allowance,,Yes,No,0,0,0,,,,,
806508,19-04-2024,Kroger Company,40000081,Kroger,9033843759,9033843759,1,1,1,0,281.5,Freight Allowance,,Yes,No,0,0,0,,,,,
806513,30-04-2024,Kroger Company,40000081,Kroger,9033872655,9033872655,1,1,1,0,285.41,Freight Allowance,,Yes,No,0,0,0,,,,,
802101,24-05-2024,Kroger Company,40000081,Kroger,9033972717,9033972717,1,1,1,0,289.64,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/5/2024,Kroger Company,40000081,Kroger,9033876612,9033876612,1,1,1,0,365.32,Freight Allowance,,Yes,No,0,0,0,,,,,
,13-05-2024,Kroger Company,40000081,Kroger,9033921414,9033921414,1,1,1,0,372.91,Freight Allowance,,Yes,No,0,0,0,,,,,
,12/1/2024,Kroger Company,40000081,Kroger,9033469004,9033469004,1,1,1,0,398.95,Freight Allowance,,Yes,No,0,0,0,,,,,
,3/5/2024,SpartanNash Company,40000152,Spartan Nash,9033938078,9033938078,1,1,1,0,240.99,Freight Allowance,,Yes,No,0,0,0,,,,,
,3/5/2024,SpartanNash Company,40000152,Spartan Nash,9033949338,9033949338,1,1,1,0,256.49,Freight Allowance,,Yes,No,0,0,0,,,,,
,14-05-2024,SpartanNash Company,40000152,Spartan Nash,9033989793,9033989793,1,1,1,0,374.52,Freight Allowance,,Yes,No,0,0,0,,,,,
,24-04-2024,SpartanNash Company,40000152,Spartan Nash,9033892694,9033892694,1,1,1,0,219.56,Freight Allowance,,Yes,No,0,0,0,,,,,
,1/5/2024,SpartanNash Company,40000152,Spartan Nash,9033922104,9033922104,1,1,1,0,311.48,Freight Allowance,,Yes,No,0,0,0,,,,,
,24-04-2024,Gordon Food Service,40000202,Gordon,9033540921,9033540921,1,1,1,0,220.36,Freight Allowance,,Yes,No,0,0,0,,,,,
,7/3/2024,Gordon Food Service,40000202,Gordon,9033734377,9033734377,1,1,1,0,350.16,Freight Allowance,,Yes,No,0,0,0,,,,,
,24-04-2024,Gordon Food Service,40000202,Gordon,9033875524,9033875524,1,1,1,0,79.95,Freight Allowance,,Yes,No,0,0,0,,,,,
,7/5/2024,Gordon Food Service,40000202,Gordon,9033904684,9033904684,2,2,2,0,210.84,Freight Allowance,,Yes,No,0,0,0,,,,,
,9/5/2024,Gordon Food Service,40000202,Gordon,9033967144,9033967144,1,1,1,0,35.15,Freight Allowance,,Yes,No,0,0,0,,,,,
,10/4/2024,Gordon Food Service,40000202,Gordon,9033828422,9033828422,1,1,1,0,102.67,Freight Allowance,,Yes,No,0,0,0,,,,,
,24-04-2024,Gordon Food Service,40000202,Gordon,9033875485,9033875485,1,1,1,0,98.23,Freight Allowance,,Yes,No,0,0,0,,,,,
,30-04-2024,Gordon Food Service,40000202,Gordon,9033891258,9033891258,1,1,1,0,26.03,Freight Allowance,,Yes,No,0,0,0,,,,,
,7/5/2024,Gordon Food Service,40000202,Gordon,9033904684,9033904684,2,2,2,0,94.63,Freight Allowance,,Yes,No,0,0,0,,,,,
,15-05-2024,Gordon Food Service,40000202,Gordon,9033965423,9033965423,1,1,1,0,114.53,Freight Allowance,,Yes,No,0,0,0,,,,,
,21-11-2023,Gordon Food Service,40000202,Gordon,9033321041,9033321041,2,2,4,2,339.19,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0325188,14-05-2024,Associated Wholesale Grocers,40000625,AWG,9033975375,9033975375,1,1,1,0,130.18,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0325189,22-05-2024,Associated Wholesale Grocers,40000625,AWG,9034006180,9034006180,1,1,1,0,313.25,Freight Allowance,,Yes,No,0,0,0,,,,,
,29-04-2024,Associated Wholesale Grocers,40000625,AWG,9033911580,9033911580,1,1,1,0,351.31,Freight Allowance,,Yes,No,0,0,0,,,,,
,30-04-2024,Associated Wholesale Grocers,40000625,AWG,9033917264,9033917264,1,1,1,0,233.04,Freight Allowance,,Yes,No,0,0,0,,,,,
,24-05-2024,Associated Wholesale Grocers,40000625,AWG,9034011793,9034011793,1,1,1,0,132.34,Freight Allowance,,Yes,No,0,0,0,,,,,
769817,10/1/2024,Kroger Company,40000081,Kroger,9033465095,9033465095,1,1,1,0,146.1,Freight Allowance,,Yes,No,0,0,0,,,,,
769471,25-01-2024,Kroger Company,40000081,Kroger,9033516546-CM,9033516546-CM,1,1,1,0,145.76,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0313705 ,12/2/2024,Associated Wholesale Grocers,40000625,AWG,9033633429,9033633429,1,1,1,0,346.39,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0313717,15-02-2024,Associated Wholesale Grocers,40000625,AWG,9033640776,9033640776,1,1,1,0,343.48,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0313723,15-02-2024,Associated Wholesale Grocers,40000625,AWG,9033653612,9033653612,1,1,1,0,340.96,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0313728,20-02-2024,Associated Wholesale Grocers,40000625,AWG,9033659600,9033659600,1,1,1,0,52.37,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0313734,23-02-2024,Associated Wholesale Grocers,40000625,AWG,9033674056,9033674056,1,1,1,0,258.94,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0314159 ,4/3/2024,Associated Wholesale Grocers,40000625,AWG,9033705349,9033705349,1,1,1,0,338.18,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0314145,11/3/2024,Associated Wholesale Grocers,40000625,AWG,9033728138,9033728138,1,1,1,0,357.66,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0314162,11/3/2024,Associated Wholesale Grocers,40000625,AWG,9033737299,9033737299,1,1,1,0,358.82,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0314172,18-03-2024,Associated Wholesale Grocers,40000625,AWG,9033762297,9033762297,1,1,1,0,296.72,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0319013,15-04-2024,Associated Wholesale Grocers,40000625,AWG,9033853484,9033853484,1,1,1,0,99.26,Freight Allowance,,Yes,No,0,0,0,,,,,
,30-09-2022,Kroger Company,40000081,Kroger,9031749105,9031749105,1,1,1,0,382.59,Freight Allowance,,Yes,No,0,0,0,,,,,
,29-09-2022,Kroger Company,40000081,Kroger,9031748418,9031748418,1,1,1,0,378.59,Freight Allowance,,Yes,No,0,0,0,,,,,
,7/10/2022,Kroger Company,40000081,Kroger,9031769636,9031769636,1,1,1,0,373.22,Freight Allowance,,Yes,No,0,0,0,,,,,
,11/10/2022,Kroger Company,40000081,Kroger,9031780632,9031780632,1,1,1,0,369.86,Freight Allowance,,Yes,No,0,0,0,,,,,
,11/10/2022,Kroger Company,40000081,Kroger,9031780631,9031780631,1,1,1,0,327.35,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-09-2022,Kroger Company,40000081,Kroger,9031733241,9031733241,1,1,1,0,193.52,Freight Allowance,,Yes,No,0,0,0,,,,,
,12/8/2022,Kroger Company,40000081,Kroger,9031577365,9031577365,1,1,1,0,332.11,Freight Allowance,,Yes,No,0,0,0,,,,,
615666,26-09-2022,Kroger Company,40000081,Kroger,9031733994,9031733994,1,1,1,0,333.89,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-09-2022,Kroger Company,40000081,Kroger,9031735445,9031735445,1,1,1,0,396.5,Freight Allowance,,Yes,No,0,0,0,,,,,
615669,28-09-2022,Kroger Company,40000081,Kroger,9031743411,9031743411,1,1,1,0,200.91,Freight Allowance,,Yes,No,0,0,0,,,,,
615676,28-09-2022,Kroger Company,40000081,Kroger,9031743457,9031743457,1,1,1,0,213.64,Freight Allowance,,Yes,No,0,0,0,,,,,
615685,19-09-2022,Kroger Company,40000081,Kroger,9031704624,9031704624,1,1,1,0,387.33,Freight Allowance,,Yes,No,0,0,0,,,,,
,5/10/2022,Kroger Company,40000081,Kroger,9031763615,9031763615,1,1,1,0,321.34,Freight Allowance,,Yes,No,0,0,0,,,,,
615692,5/10/2022,Kroger Company,40000081,Kroger,9031763235,9031763235,1,1,1,0,336.73,Freight Allowance,,Yes,No,0,0,0,,,,,
615696,5/10/2022,Kroger Company,40000081,Kroger,9031763880,9031763880,1,1,1,0,366.54,Freight Allowance,,Yes,No,0,0,0,,,,,
,23-09-2022,Kroger Company,40000081,Kroger,9031727098,9031727098,1,1,1,0,374.23,Freight Allowance,,Yes,No,0,0,0,,,,,
615705,27-09-2022,Kroger Company,40000081,Kroger,9031750070,9031750070,1,1,1,0,139.31,Freight Allowance,,Yes,No,0,0,0,,,,,
615711,6/10/2022,Kroger Company,40000081,Kroger,9031768421,9031768421,1,1,1,0,209.93,Freight Allowance,,Yes,No,0,0,0,,,,,
,28-09-2022,Kroger Company,40000081,Kroger,9031743419,9031743419,1,1,1,0,320.34,Freight Allowance,,Yes,No,0,0,0,,,,,
,13-10-2022,Kroger Company,40000081,Kroger,9031793056,9031793056,1,1,1,0,110.92,Freight Allowance,,Yes,No,0,0,0,,,,,
,14-10-2022,Kroger Company,40000081,Kroger,9031800289,9031800289,1,1,1,0,349.75,Freight Allowance,,Yes,No,0,0,0,,,,,
,6/10/2022,Kroger Company,40000081,Kroger,9031768439,9031768439,1,1,1,0,398.46,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-01-2023,Kroger Company,40000081,Kroger,9032184607,9032184607,1,1,1,0,381.79,Freight Allowance,,Yes,No,0,0,0,,,,,
,3/2/2023,Kroger Company,40000081,Kroger,9032217363,9032217363,1,1,1,0,112.05,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-01-2023,Kroger Company,40000081,Kroger,9032184608,9032184608,1,1,1,0,383.15,Freight Allowance,,Yes,No,0,0,0,,,,,
,25-01-2023,Kroger Company,40000081,Kroger,9032178935,9032178935,1,1,1,0,357.12,Freight Allowance,,Yes,No,0,0,0,,,,,
,8/2/2023,Kroger Company,40000081,Kroger,9032223186,9032223186,1,1,1,0,380.85,Freight Allowance,,Yes,No,0,0,0,,,,,
,27-01-2023,Kroger Company,40000081,Kroger,9032184718,9032184718,1,1,1,0,384.48,Freight Allowance,,Yes,No,0,0,0,,,,,
,9/2/2023,Kroger Company,40000081,Kroger,9032233326-CM,9032233326-CM,1,1,1,0,392.25,Freight Allowance,,Yes,No,0,0,0,,,,,
,10/2/2023,Kroger Company,40000081,Kroger,9032242431,9032242431,1,1,1,0,108.1,Freight Allowance,,Yes,No,0,0,0,,,,,
,1/2/2023,Kroger Company,40000081,Kroger,9032187488,9032187488,1,1,1,0,120.66,Freight Allowance,,Yes,No,0,0,0,,,,,
,30-01-2023,Kroger Company,40000081,Kroger,9032192747,9032192747,1,1,1,0,388.8,Freight Allowance,,Yes,No,0,0,0,,,,,
,14-02-2023,Kroger Company,40000081,Kroger,9032248402,9032248402,1,1,1,0,358.16,Freight Allowance,,Yes,No,0,0,0,,,,,
,15-02-2023,Kroger Company,40000081,Kroger,9032253908,9032253908,1,1,1,0,378.24,Freight Allowance,,Yes,No,0,0,0,,,,,
,16-02-2023,Kroger Company,40000081,Kroger,9032258149,9032258149,1,1,1,0,359.6,Freight Allowance,,Yes,No,0,0,0,,,,,
,17-02-2023,Kroger Company,40000081,Kroger,9032262311,9032262311,1,1,1,0,394.44,Freight Allowance,,Yes,No,0,0,0,,,,,
,16-11-2022,Kroger Company,40000081,Kroger,9031918862,9031918862,1,1,1,0,105.5,Freight Allowance,,Yes,No,0,0,0,,,,,
,7/3/2023,Kroger Company,40000081,Kroger,9032322703,9032322703,1,1,1,0,390.31,Freight Allowance,,Yes,No,0,0,0,,,,,
,17-02-2023,Kroger Company,40000081,Kroger,9032262138,9032262138,1,1,1,0,381.88,Freight Allowance,,Yes,No,0,0,0,,,,,
,14-03-2023,Kroger Company,40000081,Kroger,9032345721,9032345721,1,1,1,0,377.82,Freight Allowance,,Yes,No,0,0,0,,,,,
,7/3/2023,Kroger Company,40000081,Kroger,9032322708,9032322708,1,1,1,0,377.48,Freight Allowance,,Yes,No,0,0,0,,,,,
,14-03-2023,Kroger Company,40000081,Kroger,9032345719,9032345719,1,1,1,0,371.07,Freight Allowance,,Yes,No,0,0,0,,,,,
,10/3/2023,Kroger Company,40000081,Kroger,9032327250,9032327250,1,1,1,0,368.47,Freight Allowance,,Yes,No,0,0,0,,,,,
,16-02-2023,Kroger Company,40000081,Kroger,9032258150-CM,9032258150-CM,1,1,1,0,341.65,Freight Allowance,,Yes,No,0,0,0,,,,,
,3/3/2023,Kroger Company,40000081,Kroger,9032313369,9032313369,1,1,1,0,320,Freight Allowance,,Yes,No,0,0,0,,,,,
,15-03-2023,Kroger Company,40000081,Kroger,9032352672,9032352672,1,1,1,0,398.75,Freight Allowance,,Yes,No,0,0,0,,,,,
,27-03-2023,Kroger Company,40000081,Kroger,9032394673,9032394673,1,1,1,0,127.17,Freight Allowance,,Yes,No,0,0,0,,,,,
,5/5/2023,Kroger Company,40000081,Kroger,9032535197-CM,9032535197-CM,1,1,1,0,260.21,Freight Allowance,,Yes,No,0,0,0,,,,,
,1/5/2023,Kroger Company,40000081,Kroger,9032522270,9032522270,2,2,2,0,139.33,Freight Allowance,,Yes,No,0,0,0,,,,,
,24-05-2023,Kroger Company,40000081,Kroger,9032606178,9032606178,2,2,2,0,248.34,Freight Allowance,,Yes,No,0,0,0,,,,,
,16-06-2023,Kroger Company,40000081,Kroger,9032683076,9032683076,1,1,1,0,180.5,Freight Allowance,,Yes,No,0,0,0,,,,,
,15-06-2023,Kroger Company,40000081,Kroger,9032667316,9032667316,1,1,1,0,177.93,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/6/2023,Kroger Company,40000081,Kroger,9032633606,9032633606,1,1,1,0,166.15,Freight Allowance,,Yes,No,0,0,0,,,,,
,15-06-2023,Kroger Company,40000081,Kroger,9032689268-CM,9032689268-CM,1,1,1,0,139.12,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-06-2023,Kroger Company,40000081,Kroger,9032724342,9032724342,1,1,1,0,166.15,Freight Allowance,,Yes,No,0,0,0,,,,,
,12/7/2023,Kroger Company,40000081,Kroger,9032778631,9032778631,1,1,1,0,129.84,Freight Allowance,,Yes,No,0,0,0,,,,,
,30-06-2023,Kroger Company,40000081,Kroger,9032743357,9032743357,1,1,1,0,112.05,Freight Allowance,,Yes,No,0,0,0,,,,,
,25-07-2023,Kroger Company,40000081,Kroger,9032824571-CM,9032824571-CM,1,1,1,0,108.94,Freight Allowance,,Yes,No,0,0,0,,,,,
,28-07-2023,Kroger Company,40000081,Kroger,9032838037,9032838037,1,1,1,0,122.4,Freight Allowance,,Yes,No,0,0,0,,,,,
,9/8/2023,Kroger Company,40000081,Kroger,9032870527,9032870527,1,1,1,0,166.15,Freight Allowance,,Yes,No,0,0,0,,,,,
,11/8/2023,Kroger Company,40000081,Kroger,9032885934,9032885934,1,1,1,0,200.88,Freight Allowance,,Yes,No,0,0,0,,,,,
,3/5/2023,Kroger Company,40000081,Kroger,9031725733,9031725733,1,1,1,0,342.83,Freight Allowance,,Yes,No,0,0,0,,,,,
,21-09-2023,Kroger Company,40000081,Kroger,9033033588-CM,9033033588-CM,1,1,1,0,158.97,Freight Allowance,,Yes,No,0,0,0,,,,,
,28-08-2023,Kroger Company,40000081,Kroger,9032944517-CM,9032944517-CM,1,1,1,0,54.05,Freight Allowance,,Yes,No,0,0,0,,,,,
,3/10/2023,Kroger Company,40000081,Kroger,9033075973,9033075973,1,1,1,0,225.8,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/10/2023,Publix Supermarkets Inc,40000004,Publix,9033108646,9033108646,1,1,1,0,146.1,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0313689,8/2/2024,Associated Wholesale Grocers,40000625,AWG,9033613711,9033613711,1,1,1,0,336.91,Freight Allowance,,Yes,No,0,0,0,,,,,
774212,1/3/2024,Kroger Company,40000081,Kroger,9033667129-CM,9033667129-CM,1,1,1,0,230.52,Freight Allowance,,Yes,No,0,0,0,,,,,
774238,21-03-2024,Kroger Company,40000081,Kroger,9033734118-CM,9033734118-CM,1,1,1,0,131.51,Freight Allowance,,Yes,No,0,0,0,,,,,
774275,27-02-2024,Kroger Company,40000081,Kroger,9033648388,9033648388,1,1,1,0,329.06,Freight Allowance,,Yes,No,0,0,0,,,,,
774286,19-03-2024,Kroger Company,40000081,Kroger,9033721234,9033721234,1,1,1,0,341.04,Freight Allowance,,Yes,No,0,0,0,,,,,
774323,26-02-2024,Kroger Company,40000081,Kroger,9033642544,9033642544,1,1,1,0,107.07,Freight Allowance,,Yes,No,0,0,0,,,,,
774348,28-02-2024,Kroger Company,40000081,Kroger,9033650227,9033650227,1,1,1,0,151.18,Freight Allowance,,Yes,No,0,0,0,,,,,
774356,28-02-2024,Kroger Company,40000081,Kroger,9033653592,9033653592,1,1,1,0,110.17,Freight Allowance,,Yes,No,0,0,0,,,,,
774361,1/3/2024,Kroger Company,40000081,Kroger,9033657854,9033657854,1,1,1,0,121.65,Freight Allowance,,Yes,No,0,0,0,,,,,
774368,1/3/2024,Kroger Company,40000081,Kroger,9033663666,9033663666,1,1,1,0,290.69,Freight Allowance,,Yes,No,0,0,0,,,,,
774403,11/3/2024,Kroger Company,40000081,Kroger,9033692345,9033692345,1,1,1,0,131.51,Freight Allowance,,Yes,No,0,0,0,,,,,
774459,15-03-2024,Kroger Company,40000081,Kroger,9033708976,9033708976,1,1,1,0,241.44,Freight Allowance,,Yes,No,0,0,0,,,,,
774471,15-03-2024,Kroger Company,40000081,Kroger,9033718953,9033718953,1,1,1,0,140.94,Freight Allowance,,Yes,No,0,0,0,,,,,
774477,19-03-2024,Kroger Company,40000081,Kroger,9033721230,9033721230,1,1,1,0,109.26,Freight Allowance,,Yes,No,0,0,0,,,,,
774481,20-03-2024,Kroger Company,40000081,Kroger,9033727230,9033727230,1,1,1,0,128.22,Freight Allowance,,Yes,No,0,0,0,,,,,
774494,21-03-2024,Kroger Company,40000081,Kroger,9033731450,9033731450,1,1,1,0,133.54,Freight Allowance,,Yes,No,0,0,0,,,,,
788281,3/1/2024,Kroger Company,40000081,Kroger,9033435234,9033435234,1,1,1,0,148.74,Freight Allowance,,Yes,No,0,0,0,,,,,
788292,12/12/2023,Kroger Company,40000081,Kroger,9033347627,9033347627,1,1,1,0,115.29,Freight Allowance,,Yes,No,0,0,0,,,,,
788585,4/4/2024,Kroger Company,40000081,Kroger,9033784312,9033784312,1,1,1,0,320.31,Freight Allowance,,Yes,No,0,0,0,,,,,
788594,17-04-2024,Kroger Company,40000081,Kroger,9033828571,9033828571,1,1,1,0,281.42,Freight Allowance,,Yes,No,0,0,0,,,,,
623274,10/1/2023,Kroger Company,40000081,Kroger,9032128362,9032128362,1,1,1,0,388.78,Freight Allowance,,Yes,No,0,0,0,,,,,
623294,25-01-2023,Kroger Company,40000081,Kroger,9032185058,9032185058,1,1,1,0,127,Freight Allowance,,Yes,No,0,0,0,,,,,
623305,25-01-2023,Kroger Company,40000081,Kroger,9032179772,9032179772,1,1,1,0,184.81,Freight Allowance,,Yes,No,0,0,0,,,,,
623309,17-01-2023,Kroger Company,40000081,Kroger,9032149426,9032149426,1,1,1,0,111.44,Freight Allowance,,Yes,No,0,0,0,,,,,
623314,19-01-2023,Kroger Company,40000081,Kroger,9032138088-CM,9032138088-CM,1,1,1,0,394.33,Freight Allowance,,Yes,No,0,0,0,,,,,
623345,27-01-2023,Kroger Company,40000081,Kroger,9032187501-CM,9032187501-CM,1,1,1,0,126.92,Freight Allowance,,Yes,No,0,0,0,,,,,
623356,27-01-2023,Kroger Company,40000081,Kroger,9032192459,9032192459,1,1,1,0,129.43,Freight Allowance,,Yes,No,0,0,0,,,,,
623363,27-01-2023,Kroger Company,40000081,Kroger,9032188511,9032188511,1,1,1,0,146.59,Freight Allowance,,Yes,No,0,0,0,,,,,
623371,26-01-2023,Kroger Company,40000081,Kroger,9032187493-CM,9032187493-CM,1,1,1,0,334.56,Freight Allowance,,Yes,No,0,0,0,,,,,
,14-02-2023,Publix Supermarkets Inc,40000004,Publix,9032296981,9032296981,2,2,1,-1,142.2,Freight Allowance,,Yes,No,0,0,0,,,,,
623379,30-01-2023,Kroger Company,40000081,Kroger,9032194157,9032194157,1,1,1,0,117.91,Freight Allowance,,Yes,No,0,0,0,,,,,
623386,27-01-2023,Kroger Company,40000081,Kroger,9032187498,9032187498,1,1,1,0,160.17,Freight Allowance,,Yes,No,0,0,0,,,,,
623401,1/2/2023,Kroger Company,40000081,Kroger,9032203828,9032203828,1,1,1,0,202.24,Freight Allowance,,Yes,No,0,0,0,,,,,
623402,2/2/2023,Kroger Company,40000081,Kroger,9032205951,9032205951,1,1,1,0,122.87,Freight Allowance,,Yes,No,0,0,0,,,,,
623409,2/2/2023,Kroger Company,40000081,Kroger,9032204636,9032204636,1,1,1,0,183.86,Freight Allowance,,Yes,No,0,0,0,,,,,
623413,2/2/2023,Kroger Company,40000081,Kroger,9032205952,9032205952,1,1,1,0,210.22,Freight Allowance,,Yes,No,0,0,0,,,,,
623418,2/2/2023,Kroger Company,40000081,Kroger,9032204248,9032204248,1,1,1,0,239.94,Freight Allowance,,Yes,No,0,0,0,,,,,
624066,3/2/2023,Kroger Company,40000081,Kroger,9032213010,9032213010,1,1,1,0,191.74,Freight Allowance,,Yes,No,0,0,0,,,,,
624072,3/2/2023,Kroger Company,40000081,Kroger,9032215071,9032215071,1,1,1,0,195.04,Freight Allowance,,Yes,No,0,0,0,,,,,
,14-02-2023,Publix Supermarkets Inc,40000004,Publix,9032296981,9032296981,2,2,1,-1,142.2,Freight Allowance,,Yes,No,0,0,0,,,,,
,13-02-2023,Publix Supermarkets Inc,40000004,Publix,9032290838,9032290838,2,2,1,-1,141.31,Freight Allowance,,Yes,No,0,0,0,,,,,
,10/2/2023,Publix Supermarkets Inc,40000004,Publix,9032283642,9032283642,2,2,1,-1,141.07,Freight Allowance,,Yes,No,0,0,0,,,,,
,7/2/2023,Publix Supermarkets Inc,40000004,Publix,9032273292,9032273292,2,2,1,-1,138.7,Freight Allowance,,Yes,No,0,0,0,,,,,
,7/2/2023,Publix Supermarkets Inc,40000004,Publix,9032268263,9032268263,2,2,1,-1,137.35,Freight Allowance,,Yes,No,0,0,0,,,,,
,13-02-2023,Publix Supermarkets Inc,40000004,Publix,9032288864,9032288864,2,2,1,-1,132.26,Freight Allowance,,Yes,No,0,0,0,,,,,
,6/2/2023,Publix Supermarkets Inc,40000004,Publix,9032261980,9032261980,2,2,1,-1,131.2,Freight Allowance,,Yes,No,0,0,0,,,,,
,13-02-2023,Publix Supermarkets Inc,40000004,Publix,9032284759,9032284759,2,2,1,-1,129.96,Freight Allowance,,Yes,No,0,0,0,,,,,
,24-01-2023,Publix Supermarkets Inc,40000004,Publix,9032219914,9032219914,2,2,1,-1,129.26,Freight Allowance,,Yes,No,0,0,0,,,,,
624076,26-01-2023,Kroger Company,40000081,Kroger,9032183589,9032183589,1,1,1,0,154.82,Freight Allowance,,Yes,No,0,0,0,,,,,
624084,7/2/2023,Kroger Company,40000081,Kroger,9032222193,9032222193,1,1,1,0,154.69,Freight Allowance,,Yes,No,0,0,0,,,,,
624089,7/2/2023,Kroger Company,40000081,Kroger,9032222008,9032222008,1,1,1,0,240.47,Freight Allowance,,Yes,No,0,0,0,,,,,
,21-03-2023,Publix Supermarkets Inc,40000004,Publix,9032419486,9032419486,1,1,1,0,122.82,Freight Allowance,,Yes,No,0,0,0,,,,,
,21-03-2023,Publix Supermarkets Inc,40000004,Publix,9032418467,9032418467,1,1,1,0,122.49,Freight Allowance,,Yes,No,0,0,0,,,,,
,6/3/2023,Publix Supermarkets Inc,40000004,Publix,9032355587,9032355587,1,1,1,0,121.15,Freight Allowance,,Yes,No,0,0,0,,,,,
,17-03-2023,Publix Supermarkets Inc,40000004,Publix,9032407472,9032407472,1,1,1,0,120.66,Freight Allowance,,Yes,No,0,0,0,,,,,
624094,8/2/2023,Kroger Company,40000081,Kroger,9032233940-CM,9032233940-CM,1,1,1,0,132.31,Freight Allowance,,Yes,No,0,0,0,,,,,
624646,8/2/2023,Kroger Company,40000081,Kroger,9032231864-CM,9032231864-CM,1,1,1,0,146.68,Freight Allowance,,Yes,No,0,0,0,,,,,
624670,9/2/2023,Kroger Company,40000081,Kroger,9032233870-CM,9032233870-CM,1,1,1,0,149.16,Freight Allowance,,Yes,No,0,0,0,,,,,
,9/2/2023,Publix Supermarkets Inc,40000004,Publix,9032295454,9032295454,2,2,1,-1,120.59,Freight Allowance,,Yes,No,0,0,0,,,,,
,6/2/2023,Publix Supermarkets Inc,40000004,Publix,9032261961,9032261961,2,2,1,-1,120.43,Freight Allowance,,Yes,No,0,0,0,,,,,
624683,10/2/2023,Kroger Company,40000081,Kroger,9032233494,9032233494,1,1,1,0,111.26,Freight Allowance,,Yes,No,0,0,0,,,,,
625413,10/2/2023,Kroger Company,40000081,Kroger,9032233277,9032233277,1,1,1,0,123.39,Freight Allowance,,Yes,No,0,0,0,,,,,
,20-03-2023,Publix Supermarkets Inc,40000004,Publix,9032410442,9032410442,1,1,1,0,119.3,Freight Allowance,,Yes,No,0,0,0,,,,,
,20-03-2023,Publix Supermarkets Inc,40000004,Publix,9032410445,9032410445,1,1,1,0,117.98,Freight Allowance,,Yes,No,0,0,0,,,,,
,3/3/2023,Publix Supermarkets Inc,40000004,Publix,9032351363,9032351363,1,1,1,0,117.42,Freight Allowance,,Yes,No,0,0,0,,,,,
,22-03-2023,Publix Supermarkets Inc,40000004,Publix,9032425540,9032425540,1,1,1,0,116.12,Freight Allowance,,Yes,No,0,0,0,,,,,
,20-03-2023,Publix Supermarkets Inc,40000004,Publix,9032411851,9032411851,1,1,1,0,115.52,Freight Allowance,,Yes,No,0,0,0,,,,,
,3/3/2023,Publix Supermarkets Inc,40000004,Publix,9032348875,9032348875,1,1,1,0,111.82,Freight Allowance,,Yes,No,0,0,0,,,,,
625435,13-02-2023,Kroger Company,40000081,Kroger,9032243287,9032243287,1,1,1,0,102.64,Freight Allowance,,Yes,No,0,0,0,,,,,
,13-03-2023,Publix Supermarkets Inc,40000004,Publix,9032383714,9032383714,1,1,1,0,109.36,Freight Allowance,,Yes,No,0,0,0,,,,,
625448,13-02-2023,Kroger Company,40000081,Kroger,9032246372,9032246372,1,1,1,0,154.9,Freight Allowance,,Yes,No,0,0,0,,,,,
