id,invoice_number,sku,deducted_amount,deducted_qty,deducted_price_per_qty,deduction_date,invoice_location,reason_code,sub_reason_code,deduction_reason
9112010709,9112010709,368607,1515.36,7,216.48,12/14/2023,,Shortage,,OSD
9112010709,9112010709,381412,748,2,374,12/14/2023,,Shortage,,OSD
9112010709,9112010709,381423,748,2,374,12/14/2023,,Shortage,,OSD
9112010709,9112010709,381434,1122,3,374,12/14/2023,,Shortage,,OSD
9112010709,9112010709,381534,748,2,374,12/14/2023,,Shortage,,OSD
9112010709,9112010709,383512,369.6,1,369.6,12/14/2023,,Shortage,,OSD
9112010709,9112010709,515052,1198,1,1198,12/14/2023,,Shortage,,OSD
9112010709,9112010709,515078,1449.6,3,483.2,12/14/2023,,Shortage,,OSD
9112010709,9112010709,367342,852.84,2,426.42,12/14/2023,,Shortage,,OSD
9112010709,9112010709,367863,262.1,1,262.1,12/14/2023,,Shortage,,OSD
9112010709,9112010709,367922,314.5,1,314.5,12/14/2023,,Shortage,,OSD
9112010709,9112010709,367960,1235.7,3,411.9,12/14/2023,,Shortage,,OSD
9112010709,9112010709,365976,187.96,2,93.98,12/14/2023,,Shortage,,OSD
9112010709,9112010709,367285,284.04,1,284.04,12/14/2023,,Shortage,,OSD
9112010709,9112010709,303345,226,1,226,12/14/2023,,Shortage,,OSD
9112010709,9112010709,305180,1744,16,109,12/14/2023,,Shortage,,OSD
9112010709,9112010709,305195,64,1,64,12/14/2023,,Shortage,,OSD
9112010709,9112010709,305197,282,2,141,12/14/2023,,Shortage,,OSD
9112010709,9112010709,305343,1871.52,14,133.68,12/14/2023,,Shortage,,OSD
9112010709,9112010709,305789,120,1,120,12/14/2023,,Shortage,,OSD
9112010709,9112010709,1305915,310,2,155,12/14/2023,,Shortage,,OSD
9112010709,9112010709,309620,652.8,4,163.2,12/14/2023,,Shortage,,OSD
9112010709,9112010709,383516,4435.2,12,369.6,12/14/2023,,Shortage,,OSD
9112010709,9112010709,383531,1817.6,4,454.4,12/14/2023,,Shortage,,OSD
9112010709,9112010709,383532,3180.8,7,454.4,12/14/2023,,Shortage,,OSD
9112010709,9112010709,383536,2726.4,6,454.4,12/14/2023,,Shortage,,OSD
9112010709,9112010709,383539,454.4,1,454.4,12/14/2023,,Shortage,,OSD
9112010709,9112010709,10802688,1344,3,448,12/14/2023,,Shortage,,OSD
9112010709,9112010709,10800175,386.5,1,386.5,12/14/2023,,Shortage,,OSD
9112010709,9112010709,11088483,293,1,293,12/14/2023,,Shortage,,OSD
9112010709,9112010709,MS3500-15 ,178,4,44.5,12/14/2023,,Shortage,,OSD
9111805675,9111805675,306546,40826.88,192,212.64,10/31/2023,,Shortage,,OSD
9111668472,9111668472,382534,8228,22,374,10/18/2023,,Shortage,,OSD
9111668472,9111668472,382523,49368,132,374,10/18/2023,,Shortage,,OSD
9110711858,9110711858,305180,51840,360,144,1/18/2023,,Shortage,,OSD
9111754021,9111754021,382523,49368,132,374,10/16/2023,,Shortage,,OSD
9111396099,9111396099,142010,309,1,309,6/29/2023,,Shortage,,OSD
9111396099,9111396099,928950,827,1,827,6/29/2023,,Shortage,,OSD
9111396099,9111396099,CV0224,242.25,1,242.25,6/29/2023,,Shortage,,OSD
9111396099,9111396099,671934,772.8,3,257.6,6/29/2023,,Shortage,,OSD
9111396099,9111396099,671910,1288,5,257.6,6/29/2023,,Shortage,,OSD
9111396099,9111396099,LH-0032,1365,5,273,6/29/2023,,Shortage,,OSD
9111396099,9111396099,651934,1545.6,6,257.6,6/29/2023,,Shortage,,OSD
9111396099,9111396099,PIC0220,1917,6,319.5,6/29/2023,,Shortage,,OSD
9111396099,9111396099,652034,2833.6,11,257.6,6/29/2023,,Shortage,,OSD
9111396099,9111396099,2683748,1428,17,84,6/29/2023,,Shortage,,OSD
9111396099,9111396099,672010,6697.6,26,257.6,6/29/2023,,Shortage,,OSD
9111396099,9111396099,IV0520,7627,29,263,6/29/2023,,Shortage,,OSD
9111396099,9111396099,IV0500,9205,35,263,6/29/2023,,Shortage,,OSD
9111396099,9111396099,LH-0031,10647,39,273,6/29/2023,,Shortage,,OSD
9111941598,9111941598,47177E,32454,27,1202,11/20/2023,,Shortage,,OSD
9110664465,9110664465,2000E,32160,240,134,2/3/2023,,Shortage,,OSD
9111134819,9111134819,442020,12489.75,39,320.25,5/3/2023,,Shortage,,OSD
9111134819,9111134819,442023,72569.68,206,352.28,5/3/2023,,Shortage,,OSD
9111748990,9111748990,256082,71820,252,285,10/13/2023,,Shortage,,OSD
9110939339,9110939339,2203-0500,140.2,1,140.2,2/15/2023,,Shortage,,OSD
9110939339,9110939339,11088483,293,1,293,2/15/2023,,Shortage,,OSD
9110939339,9110939339,11532269,506,2,253,2/15/2023,,Shortage,,OSD
9110939339,9110939339,24200007,47001.6,432,108.8,2/15/2023,,Shortage,,OSD
9110939339,9110939339,70804,186,1,186,2/15/2023,,Shortage,,OSD
9110939339,9110939339,MZ1000-07,465,3,155,2/15/2023,,Shortage,,OSD
9112060762,9112060762,5626200,1778,1,1778,12/19/2023,,Shortage,,OSD
9112078863,9112078863,220531,1080,6,180,12/26/2023,,Shortage,,OSD
9110112127,9110112127,305328,2044.8,12,170.4,9/16/2022,,Shortage,,OSD
9111551276,9111551276,IVNS001,1515,1,1515,9/20/2023,,Shortage,,OSD
9111933480,9111933480,305918,1508,13,116,12/1/2023,,Shortage,,OSD
9111630198,9111630198,442021,21126.4,80,264.08,10/17/2023,,Shortage,,OSD
9111630198,9111630198,442288,471.98,1,471.98,10/17/2023,,Shortage,,OSD
9111704909,9111704909,220099,1400,40,35,11/21/2023,,Shortage,,OSD
9111704909,9111704909,220105,990,22,45,11/21/2023,,Shortage,,OSD
9111704909,9111704909,220135,455,13,35,11/21/2023,,Shortage,,OSD
9111704909,9111704909,220214,500,10,50,11/21/2023,,Shortage,,OSD
9111704909,9111704909,220215,1700,17,100,11/21/2023,,Shortage,,OSD
9111704909,9111704909,220217,500,5,100,11/21/2023,,Shortage,,OSD
9111704909,9111704909,220246,3600,40,90,11/21/2023,,Shortage,,OSD
9110019152,9110019152,231748,1472.1,7,210.3,9/15/2022,,Shortage,,OSD
9110168580,9110168580,446252,14400,10,1440,12/1/2022,,Shortage,,OSD
9110168580,9110168580,271056,663,5,132.6,12/1/2022,,Shortage,,OSD
9110107045,9110107045,220252,6500,50,130,10/13/2022,,Shortage,,OSD
9111718678,9111718678,405671,3494.7,11,317.7,12/4/2023,,Shortage,,OSD
9111636313,9111636313,PIC0220 ,1795.5,9,199.5,9/18/2023,,Shortage,,OSD
9111126445,9111126445,382544,2618,7,374,10/2/2023,,Shortage,,OSD
9111382640,9111382640,762165,1050,1,1050,10/11/2023,,Shortage,,OSD
9111944434,9111944434,365985,1490.22,9,165.58,11/22/2023,,Shortage,,OSD
9111785932,9111785932,446255,830.05,5,166.01,11/28/2023,,Shortage,,OSD
9111785932,9111785932,231694,20.06,1,20.06,11/28/2023,,Shortage,,OSD
9111785932,9111785932,231727,270,5,54,11/28/2023,,Shortage,,OSD
9112089807,9112089807,367815,2226,12,185.5,12/29/2023,,Shortage,,OSD
9109931488,9109931488,930725NSB,45990,146,315,8/19/2022,,Shortage,,OSD
9111984202,9111984202,367863,2883.1,11,262.1,12/14/2023,,Shortage,,OSD
9112000934,9112000934,362761,5601.6,8,700.2,12/14/2023,,Shortage,,OSD
9111803151,9111803151,IVNS005 ,27270,18,1515,11/29/2023,,Shortage,,OSD
9110703632,9110703632,328506,351.75,15,23.45,1/25/2023,,Shortage,,OSD
9110703632,9110703632,324909,6434.3,37,173.9,1/25/2023,,Shortage,,OSD
9110703632,9110703632,328438,7303.8,42,173.9,1/25/2023,,Shortage,,OSD
9110703632,9110703632,328512,1500.8,64,23.45,1/25/2023,,Shortage,,OSD
9110703632,9110703632,324912,10781.8,62,173.9,1/25/2023,,Shortage,,OSD
9110703632,9110703632,320749,40950,65,630,1/25/2023,,Shortage,,OSD
9110703632,9110703632,328468,13042.5,75,173.9,1/25/2023,,Shortage,,OSD
9110703632,9110703632,324911,13564.2,78,173.9,1/25/2023,,Shortage,,OSD
9110703632,9110703632,328418,14433.7,83,173.9,1/25/2023,,Shortage,,OSD
9110703632,9110703632,320550,93240,148,630,1/25/2023,,Shortage,,OSD
9110703632,9110703632,320109,117594.78,186,632.23,1/25/2023,,Shortage,,OSD
9110703632,9110703632,320119,130212.6,206,632.1,1/25/2023,,Shortage,,OSD
9110851313,9110851313,320119,133.9,0.17,787.6470588,3/9/2023,,Shortage,,OSD
9110851313,9110851313,328418,2930.9,14,209.35,3/9/2023,,Shortage,,OSD
9111394367,9111394367,326895,2637.6,140,18.84,7/18/2023,,Shortage,,OSD
9111095924,9111095924,326895,1884,100,18.84,5/12/2023,,Shortage,,OSD
9111263993,9111263993,320550,6922.08,11,629.28,6/7/2023,,Shortage,,OSD
9111263993,9111263993,320617,258.3,5,51.66,6/7/2023,,Shortage,,OSD
9110980101,9110980101,1727172003,434,2,217,3/24/2023,,Shortage,,OSD
9110980101,9110980101,1727172005,2381.4,18,132.3,3/24/2023,,Shortage,,OSD
9110710207,9110710207,320109,23310,37,630,2/1/2023,,Shortage,,OSD
9110710207,9110710207,320119,9450,15,630,2/1/2023,,Shortage,,OSD
9110710207,9110710207,320122,16380,26,630,2/1/2023,,Shortage,,OSD
9110710207,9110710207,320550,1890,3,630,2/1/2023,,Shortage,,OSD
9110710207,9110710207,320749,7560,12,630,2/1/2023,,Shortage,,OSD
9110710207,9110710207,328411,72.5,5,14.5,2/1/2023,,Shortage,,OSD
9110940504,9110940504,305487,6609.6,60,110.16,3/15/2023,,Shortage,,OSD
9110770749,9110770749,320122,5040,8,630,2/10/2023,,Shortage,,OSD
9111160990,9111160990,442020,2882.25,9,320.25,6/20/2023,,Shortage,,OSD
9111160991,9111160991,256040,2160,24,90,6/20/2023,,Shortage,,OSD
9111401125,9111401125,320109,834.75,15,55.65,7/20/2023,,Shortage,,OSD
9111401125,9111401125,320119,1335.6,24,55.65,7/20/2023,,Shortage,,OSD
9111401125,9111401125,320550,5342.4,96,55.65,7/20/2023,,Shortage,,OSD
9111401125,9111401125,328235,36.96,12,3.08,7/20/2023,,Shortage,,OSD
9110251359,9110251359,320122,11340,18,630,3/7/2023,,Shortage,,OSD
9110251359,9110251359,323487,175.56,7,25.08,3/7/2023,,Shortage,,OSD
9110251359,9110251359,328431,173.9,1,173.9,3/7/2023,,Shortage,,OSD
9110251359,9110251359,328468,1043.4,6,173.9,3/7/2023,,Shortage,,OSD
9110251359,9110251359,329515,24498.24,39,628.16,3/7/2023,,Shortage,,OSD
9110881402,9110881402,367281,7546.94,26,290.2669231,3/31/2023,,Shortage,,OSD
9111201402,9111201402,652034,195910.54,95,2062.216211,5/15/2023,,Overage,,OSD
9111111687,9111111687,220526,31000,155,200,5/30/2023,,Shortage,,OSD
9110851772,9110851772,220531,5400,30,180,4/13/2023,,Shortage,,OSD
9111172826,9111172826,214010,3360.75,15,224.05,7/18/2023,,Shortage,,OSD
9110833241,9110833241,1727170105,2014.5,17,118.5,2/17/2023,,Shortage,,OSD
9110833241,9110833241,1727170106,245.4,3,81.8,2/17/2023,,Shortage,,OSD
9110833241,9110833241,1727170107,830.4,16,51.9,2/17/2023,,Shortage,,OSD
9110703566,9110703566,324912,347.8,2,173.9,1/20/2023,,Shortage,,OSD
9110703566,9110703566,328418,347.8,2,173.9,1/20/2023,,Shortage,,OSD
9110703566,9110703566,328431,173.9,1,173.9,1/20/2023,,Shortage,,OSD
9110703566,9110703566,329515,20101.12,32,628.16,1/20/2023,,Shortage,,OSD
9110703805,9110703805,329515,10678.72,17,628.16,2/8/2023,,Shortage,,OSD
9110883808,9110883808,320109,2520,4,630,3/7/2023,,Shortage,,OSD
9110883808,9110883808,320119,630,1,630,3/7/2023,,Shortage,,OSD
9110883808,9110883808,320122,3780,6,630,3/7/2023,,Shortage,,OSD
9110883808,9110883808,320550,1890,3,630,3/7/2023,,Shortage,,OSD
9110883808,9110883808,320749,630,1,630,3/7/2023,,Shortage,,OSD
9110883808,9110883808,326895,57.6,3,19.2,3/7/2023,,Shortage,,OSD
9110883808,9110883808,328411,347.8,2,173.9,3/7/2023,,Shortage,,OSD
9110883808,9110883808,328418,521.7,3,173.9,3/7/2023,,Shortage,,OSD
9110883808,9110883808,328440,173.9,1,173.9,3/7/2023,,Shortage,,OSD
9110883808,9110883808,328466,173.9,1,173.9,3/7/2023,,Shortage,,OSD
9110883808,9110883808,328468,695.6,4,173.9,3/7/2023,,Shortage,,OSD
9110503853,9110503853,306546,6852.24,35,195.7782857,4/4/2023,,Shortage,,OSD
9111023922,9111023922,306546,2038.41,47,43.37042553,7/6/2023,,Shortage,,OSD
9110703938,9110703938,320749,630,1,630,1/20/2023,,Shortage,,OSD
9110703938,9110703938,328278,114.8,1,114.8,1/20/2023,,Shortage,,OSD
9110703938,9110703938,328279,114.8,1,114.8,1/20/2023,,Shortage,,OSD
9110703938,9110703938,328280,1262.8,11,114.8,1/20/2023,,Shortage,,OSD
9110703938,9110703938,328466,3304.1,19,173.9,1/20/2023,,Shortage,,OSD
9110703938,9110703938,328468,1565.1,9,173.9,1/20/2023,,Shortage,,OSD
9110914265,9110914265,306546,5528.64,26,212.64,3/14/2023,,Shortage,,OSD
9111254527,9111254527,309623,3056,20,152.8,5/30/2023,,Shortage,,OSD
9111014984,9111014984,NA,4201.2,0,0,4/4/2023,,Shortage,,OSD
9111155282,9111155282,320550,1890,3,630,5/4/2023,,Shortage,,OSD
9111315350,9111315350,382612,4114,11,374,6/15/2023,,Shortage,,OSD
9111035646,9111035646,320550,23572.5,449,52.5,4/6/2023,,Shortage,,OSD
9111035646,9111035646,320749,630,1,630,4/6/2023,,Shortage,,OSD
9110655761,9110655761,306546,7655.04,36,212.64,1/4/2023,,Shortage,,OSD
9111135787,9111135787,MV0528,2975,5,595,5/10/2023,,Shortage,,OSD
9111135793,9111135793,MV0528,35105,59,595,5/3/2023,,Shortage,,OSD
9111075990,9111075990,320119,1890,3,630,4/17/2023,,Shortage,,OSD
9110006336,9110006336,256040,3297.6,50,65.952,7/7/2023,,Shortage,,OSD
9111026403,9111026403,220531,132840,738,180,5/8/2023,,Shortage,,OSD
9111236567,9111236567,320122,4410,7,630,6/2/2023,,Shortage,,OSD
9111106570,9111106570,MV0528,18445,31,595,4/24/2023,,Shortage,,OSD
9110886675,9110886675,302830,1344,20,67.2,3/7/2023,,Shortage,,OSD
9110886675,9110886675,302832,1010.24,11,91.84,3/7/2023,,Shortage,,OSD
9110886675,9110886675,305194,90,1,90,3/7/2023,,Shortage,,OSD
9110886675,9110886675,305197,1128,8,141,3/7/2023,,Shortage,,OSD
9110886675,9110886675,305208,156,2,78,3/7/2023,,Shortage,,OSD
9110886675,9110886675,305220,765,10,76.5,3/7/2023,,Shortage,,OSD
9110886675,9110886675,305487,3084.48,28,110.16,3/7/2023,,Shortage,,OSD
9110886675,9110886675,305617,514.08,7,73.44,3/7/2023,,Shortage,,OSD
9110886675,9110886675,309572,473.6,4,118.4,3/7/2023,,Shortage,,OSD
9110886675,9110886675,309605,1678.08,19,88.32,3/7/2023,,Shortage,,OSD
9110886675,9110886675,309643,1346.4,11,122.4,3/7/2023,,Shortage,,OSD
9110886675,9110886675,309653,879.84,9,97.76,3/7/2023,,Shortage,,OSD
9110886675,9110886675,309657,664,10,66.4,3/7/2023,,Shortage,,OSD
9110886677,9110886677,320109,1890,3,630,3/7/2023,,Shortage,,OSD
9110886677,9110886677,320122,630,1,630,3/7/2023,,Shortage,,OSD
9110886677,9110886677,320883,838.32,2,419.16,3/7/2023,,Shortage,,OSD
9110886677,9110886677,324911,347.8,2,173.9,3/7/2023,,Shortage,,OSD
9110886677,9110886677,324912,347.8,2,173.9,3/7/2023,,Shortage,,OSD
9110886677,9110886677,326895,211.2,11,19.2,3/7/2023,,Shortage,,OSD
9110886677,9110886677,328203,630,1,630,3/7/2023,,Shortage,,OSD
9110886677,9110886677,328418,869.5,5,173.9,3/7/2023,,Shortage,,OSD
9110886677,9110886677,328466,347.8,2,173.9,3/7/2023,,Shortage,,OSD
9110886677,9110886677,328468,521.7,3,173.9,3/7/2023,,Shortage,,OSD
9111356717,9111356717,320109,8013.6,12,667.8,7/5/2023,,Shortage,,OSD
9111356717,9111356717,320119,6010.2,9,667.8,7/5/2023,,Shortage,,OSD
9111356717,9111356717,320880,398.88,1,398.88,7/5/2023,,Shortage,,OSD
9111356717,9111356717,320882,374.04,1,374.04,7/5/2023,,Shortage,,OSD
9111356717,9111356717,324910,184.33,1,184.33,7/5/2023,,Shortage,,OSD
9111356717,9111356717,324912,737.32,4,184.33,7/5/2023,,Shortage,,OSD
9111356717,9111356717,326730,184.33,1,184.33,7/5/2023,,Shortage,,OSD
9111356717,9111356717,326895,204,10,20.4,7/5/2023,,Shortage,,OSD
9111356717,9111356717,328411,368.66,2,184.33,7/5/2023,,Shortage,,OSD
9111356717,9111356717,328418,1104,6,184,7/5/2023,,Shortage,,OSD
9111356717,9111356717,328438,184.33,1,184.33,7/5/2023,,Shortage,,OSD
9111356717,9111356717,328466,737.32,4,184.33,7/5/2023,,Shortage,,OSD
9111356717,9111356717,329515,665.84,1,665.84,7/5/2023,,Shortage,,OSD
9111116862,9111116862,306547,7867.68,37,212.64,4/26/2023,,Shortage,,OSD
9111337432,9111337432,320109,667.8,12,55.65,7/7/203,,Shortage,,OSD
9110887470,9110887470,306546,7526.44,35,215.0411429,3/2/2023,,Shortage,,OSD
9110677622,9110677622,320119,3780,6,630,1/9/2023,,Shortage,,OSD
9111468359,9111468359,236850,3651.84,288,12.68,7/27/2023,,Shortage,,OSD
9111298497,9111298497,324909,6678,10,667.8,6/16/2023,,Shortage,,OSD
9110679071,9110679071,320119,22680,36,630,1/17/2023,,Shortage,,OSD
9110809243,9110809243,320109,78775,100,787.75,2/21/2023,,Shortage,,OSD
9110809499,9110809499,221353,3440,43,80,7/12/2023,,Shortage,,OSD
9110909529,9110909529,220220,40500,300,135,4/13/2023,,Shortage,,OSD
9111315345,9111315345,382612,2992,8,374,6/12/2023,,Shortage,,OSD
9111389448,9111389448,324911,552.99,3,184.33,7/11/2023,,Shortage,,OSD
9111389448,9111389448,328440,184.33,1,184.33,7/11/2023,,Shortage,,OSD
9111389448,9111389448,320122,4674.6,7,667.8,7/11/2023,,Shortage,,OSD
9111389448,9111389448,320550,6010.2,9,667.8,7/11/2023,,Shortage,,OSD
9111389448,9111389448,328468,737.32,4,184.33,7/11/2023,,Shortage,,OSD
9111389448,9111389448,328203,667.8,1,667.8,7/11/2023,,Shortage,,OSD
9111332117,9111332117,320119,3339,5,667.8,6/26/2023,,Shortage,,OSD
9111337432,9111337432,328468,368.66,10,36.87,7/7/203,,Shortage,,OSD
9111337432,9111337432,328438,184.33,5,36.87,7/7/203,,Shortage,,OSD
9111337432,9111337432,329515,1997.52,24,83.23,7/7/203,,Shortage,,OSD
