id,customer_account,customer_name,standard_customer,deduction_reference,invoice_number,deduction_date,deduction_amount,deduction_reason,payment_number,backup_status,invoice_status,bol,pod_status,validation,invalid_amount,valid_amount,priority
1401179483,1001000200,MEDLINE INDUSTRIES,Amazon,14642032,1401179483,7/14/2023,927,OSD,,,,,,,,,No
1401214387,1001042867,HCA SUPPLY CHAIN SERVICES,HCA SUPPLY CHAIN SERVICES,3171091,1401214387,10/10/2023,927,OSD,,,,,,,,,No
1401239772,1001000214,OWENS & MINOR INC,Kroger,8322582,1401239772,12/12/2023,927,OSD,,,,,,,,,No
1401182683,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1187384,1401182683,7/24/2023,925.2,OSD,,,,,,,,,No
1401231435,1001000214,OWENS & MINOR INC,Kroger,8318881,1401231435,11/20/2023,925,OSD,,,,,,,,,No
1401143848,1001000143,CARDINAL DISTRIBUTION,Walmart,12589712,1401143848,4/19/2023,924.68,OSD,,,,,,,,,No
1401198559,1001000200,MEDLINE INDUSTRIES,Amazon,14677022,1401198559,8/30/2023,924,OSD,,,,,,,,,No
1401102900,1001000214,OWENS & MINOR INC,Kroger,8269169,1401102900,1/11/2023,923.8,OSD,,,,,,,,,No
9110751556,1001073153,FISHER SCIENTIFIC COMPANY,Dollar General,89368990,9110751556,2/14/2023,923.8,OSD,,,,,,,,,No
1401140876,1001000214,OWENS & MINOR INC,Kroger,8283465,1401140876,4/12/2023,923.8,OSD,,,,,,,,,No
1401171021,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000534205,1401171021,6/23/2023,923.8,OSD,,,,,,,,,No
1401176753,1001000214,OWENS & MINOR INC,Kroger,8297414,1401176753,7/10/2023,923.8,OSD,,,,,,,,,No
1401170046,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000376914,1401170046,6/21/2023,923.7,OSD,,,,,,,,,No
1401117237,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002388245,1401117237,3/6/2023,923.54,OSD,,,,,,,,,No
1401114291,1001000208,CVS MERIDIAN INC,CVS,1500044599,1401114291,2/8/2023,923.36,OSD,,,,,,,,,No
1401177437,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000120040,1401177437,7/6/2023,922.52,OSD,,,,,,,,,No
1600568164,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000120040,1600568164,7/6/2023,922.52,OSD,,,,,,,,,No
1401102900,1001000214,OWENS & MINOR INC,Kroger,8284015,1401102900,4/17/2023,922.5,OSD,,,,,,,,,No
1401225329,1001000147,MCKESSON DRUG COMPANY,Costco,7560684474,1401225329,11/3/2023,922.08,OSD,,,,,,,,,No
1401233480,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1232419,1401233480,11/27/2023,922.04,OSD,,,,,,,,,No
1401232393,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000640316,1401232393,11/22/2023,922.04,OSD,,,,,,,,,No
1401178816,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000125258,1401178816,7/13/2023,921.9,OSD,,,,,,,,,No
1401230243,1001048474,NORTH CAROLINA MUTUAL WHOLESALE,NORTH CAROLINA MUTUAL WHOLESALE,156663,1401230243,11/16/2023,921.65,OSD,,,,,,,,,No
9111685526,1001000214,OWENS & MINOR INC,Kroger,8308685,9111685526,9/18/2023,921.2,OSD,,,,,,,,,No
1401111300,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000435088,1401111300,1/27/2023,920.38,OSD,,,,,,,,,No
1600544317,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000435088,1600544317,1/26/2023,920.38,OSD,,,,,,,,,No
1401115486,1001000200,MEDLINE INDUSTRIES,Amazon,14527431,1401115486,2/10/2023,920,OSD,,,,,,,,,No
1401123475,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1135015,1401123475,3/2/2023,920,OSD,,,,,,,,,No
1401197050,1001000214,OWENS & MINOR INC,Kroger,8305427,1401197050,8/28/2023,920,OSD,,,,,,,,,No
1401230940,1001000200,MEDLINE INDUSTRIES,Amazon,14735968,1401230940,11/17/2023,920,OSD,,,,,,,,,No
1401216200,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000631061,1401216200,10/13/2023,919.52,OSD,,,,,,,,,No
1600558539,1001000200,MEDLINE INDUSTRIES,Amazon,14586270,1600558539,4/28/2023,919.25,OSD,,,,,,,,,No
1401099888,1001000214,OWENS & MINOR INC,Kroger,8268237,1401099888,1/4/2023,919,OSD,,,,,,,,,No
1401148615,1001000214,OWENS & MINOR INC,Kroger,8286558,1401148615,5/1/2023,919,OSD,,,,,,,,,No
1401235577,1001000200,MEDLINE INDUSTRIES,Amazon,14739450,1401235577,11/22/2023,919,OSD,,,,,,,,,No
1401111195,1001000147,MCKESSON DRUG COMPANY,Costco,7135033781,1401111195,1/31/2023,918,OSD,,,,,,,,,No
1401166422,1001000143,CARDINAL DISTRIBUTION,Walmart,11353696,1401166422,6/12/2023,918,OSD,,,,,,,,,No
1401235060,1001000200,MEDLINE INDUSTRIES,Amazon,14743630,1401235060,11/29/2023,918,OSD,,,,,,,,,No
1600552277,1001000143,CARDINAL DISTRIBUTION,Walmart,12527799,1600552277,3/20/2023,917.44,OSD,,,,,,,,,No
1401134722,1001000143,CARDINAL DISTRIBUTION,Walmart,12699908,1401134722,3/29/2023,916.96,OSD,,,,,,,,,No
1401209105,1001100202,AOSS MEDICAL SUPPLY,AOSS MEDICAL SUPPLY,93442,1401209105,9/26/2023,916.8,OSD,,,,,,,,,No
9111602433,1001100202,AOSS MEDICAL SUPPLY,AOSS MEDICAL SUPPLY,93442,9111602433,9/26/2023,916.8,OSD,,,,,,,,,No
1401171271,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002485327,1401171271,7/5/2023,916.59,OSD,,,,,,,,,No
9111234501,1001073153,FISHER SCIENTIFIC COMPANY,Dollar General,89404399,9111234501,5/2/2023,915.59,OSD,,,,,,,,,No
1401152306,1001000214,OWENS & MINOR INC,Kroger,8287967,1401152306,5/9/2023,915.2,OSD,,,,,,,,,No
1401242984,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000088002,1401242984,12/20/2023,915.2,OSD,,,,,,,,,No
1401163366,1001000143,CARDINAL DISTRIBUTION,Walmart,11866711,1401163366,6/5/2023,915,OSD,,,,,,,,,No
1401176688,1001000143,CARDINAL DISTRIBUTION,Walmart,11851738,1401176688,7/10/2023,915,OSD,,,,,,,,,No
9111003875,1001000224,CONCORDANCE HEALTHCARE SOLUTIONS,Concordance,168664,9111003875,3/20/2023,914.88,OSD,,,,,,,,,No
1401151203,1001000200,MEDLINE INDUSTRIES,Amazon,14591445,1401151203,5/5/2023,914.8,OSD,,,,,,,,,No
1401211230,1001000214,OWENS & MINOR INC,Kroger,8311294,1401211230,10/2/2023,914.8,OSD,,,,,,,,,No
1401113811,1001000214,OWENS & MINOR INC,Kroger,8273277,1401113811,2/7/2023,914.4,OSD,,,,,,,,,No
1401108882,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1123110,1401108882,1/26/2023,913.92,OSD,,,,,,,,,No
1401153394,1001000214,OWENS & MINOR INC,Kroger,8288234,1401153394,5/11/2023,913.6,OSD,,,,,,,,,No
1401115486,1001000200,MEDLINE INDUSTRIES,Amazon,14527431,1401115486,2/10/2023,912.9,OSD,,,,,,,,,No
1600549735,1001000200,MEDLINE INDUSTRIES,Amazon,14543724,1600549735,3/3/2023,912.9,OSD,,,,,,,,,No
1401149208,1001000214,OWENS & MINOR INC,Kroger,8286874,1401149208,5/2/2023,912.9,OSD,,,,,,,,,No
1401209746,1001000200,MEDLINE INDUSTRIES,Amazon,14697262,1401209746,9/27/2023,912.4,OSD,,,,,,,,,No
9110501310,1001042867,HCA SUPPLY CHAIN SERVICES,HCA SUPPLY CHAIN SERVICES,12525210,9110501310,2/2/2023,912,OSD,,,,,,,,,No
1401135118,1001000200,MEDLINE INDUSTRIES,Amazon,14563027,1401135118,3/29/2023,912,OSD,,,,,,,,,No
9111100599,1001000224,CONCORDANCE HEALTHCARE SOLUTIONS,Concordance,169750,9111100599,4/10/2023,912,OSD,,,,,,,,,No
1401171205,1001000200,MEDLINE INDUSTRIES,Amazon,14627281,1401171205,6/23/2023,912,OSD,,,,,,,,,No
1401194379,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1197244,1401194379,8/21/2023,912,OSD,,,,,,,,,No
1401240525,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1238739,1401240525,12/14/2023,912,OSD,,,,,,,,,No
1401102823,1001000147,MCKESSON DRUG COMPANY,Costco,7103534394,1401102823,1/10/2023,911.2,OSD,,,,,,,,,No
1401218286,1001000200,MEDLINE INDUSTRIES,Amazon,14712818,1401218286,10/18/2023,911,OSD,,,,,,,,,No
1401108882,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1123110,1401108882,1/26/2023,910.8,OSD,,,,,,,,,No
1401207171,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000006605,1401207171,9/21/2023,910.72,OSD,,,,,,,,,No
1401167821,1001000214,OWENS & MINOR INC,Kroger,8293874,1401167821,6/15/2023,910.07,OSD,,,,,,,,,No
1401179620,1001000214,OWENS & MINOR INC,Kroger,8298339,1401179620,7/17/2023,910,OSD,,,,,,,,,No
1401105662,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000684155,1401105662,1/18/2023,908.8,OSD,,,,,,,,,No
1401115471,1001000146,HENRY SCHEIN INC,Target,81735311,1401115471,2/9/2023,908.8,OSD,,,,,,,,,No
1401123475,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1135015,1401123475,3/2/2023,908.8,OSD,,,,,,,,,No
1401130369,1001000200,MEDLINE INDUSTRIES,Amazon,14553979,1401130369,3/17/2023,908.8,OSD,,,,,,,,,No
9111160899,1001000224,CONCORDANCE HEALTHCARE SOLUTIONS,Concordance,170539,9111160899,4/25/2023,908.8,OSD,,,,,,,,,No
1401151203,1001000200,MEDLINE INDUSTRIES,Amazon,14591445,1401151203,5/5/2023,908.8,OSD,,,,,,,,,No
9111397559,1001000214,OWENS & MINOR INC,Kroger,8296518,9111397559,7/3/2023,908.8,OSD,,,,,,,,,No
1401181000,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000000556,1401181000,7/19/2023,908.8,OSD,,,,,,,,,No
9111549524,1001000224,CONCORDANCE HEALTHCARE SOLUTIONS,Concordance,176009,9111549524,8/9/2023,908.8,OSD,,,,,,,,,No
1401205220,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000395070,1401205220,9/18/2023,908.8,OSD,,,,,,,,,No
9111962018,1001000224,CONCORDANCE HEALTHCARE SOLUTIONS,Concordance,181147,9111962018,11/20/2023,908.8,OSD,,,,,,,,,No
1401162511,1001000146,HENRY SCHEIN INC,Target,81778934,1401162511,6/2/2023,908.16,OSD,,,,,,,,,No
1401103794,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000557977,1401103794,1/13/2023,908,OSD,,,,,,,,,No
1401108880,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000625838,1401108880,1/26/2023,908,OSD,,,,,,,,,No
1401219239,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000530470,1401219239,10/20/2023,908,OSD,,,,,,,,,No
1401191968,1001000214,OWENS & MINOR INC,Kroger,8303312,1401191968,8/15/2023,907.3,OSD,,,,,,,,,No
1401212728,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000410490,1401212728,10/5/2023,907.3,OSD,,,,,,,,,No
1600596731,1001000200,MEDLINE INDUSTRIES,Amazon,14762057,1600596731,12/22/2023,907.3,OSD,,,,,,,,,No
1600547402,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000154373,1600547402,4/6/2023,907.2,OSD,,,,,,,,,No
1401173043,1001000200,MEDLINE INDUSTRIES,Amazon,14630640,1401173043,6/28/2023,906.7,OSD,,,,,,,,,No
1401171271,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002476248,1401171271,6/23/2023,906.44,OSD,,,,,,,,,No
1401217116,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1217126,1401217116,10/16/2023,906.2,OSD,,,,,,,,,No
1401209638,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002559546,1401209638,9/27/2023,906.17,OSD,,,,,,,,,No
1401229271,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002607237,1401229271,11/14/2023,906.17,OSD,,,,,,,,,No
1401099541,1001000214,OWENS & MINOR INC,Kroger,8296252,1401099541,6/30/2023,905.76,OSD,,,,,,,,,No
1401142706,1001000214,OWENS & MINOR INC,Kroger,8284015,1401142706,4/17/2023,905,OSD,,,,,,,,,No
1401147315,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002421443,1401147315,4/19/2023,904.66,OSD,,,,,,,,,No
9110812447,1001038817,AERO MED LTD,Albertsons,928400001,9110812447,2/15/2023,904.58,OSD,,,,,,,,,No
1401108880,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000625838,1401108880,1/26/2023,904.5,OSD,,,,,,,,,No
9110765949,1001057796,BEAUMONT HEALTH,BEAUMONT HEALTH,10827066,9110765949,2/6/2023,904.5,OSD,,,,,,,,,No
1401154792,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1162304,1401154792,5/15/2023,904.48,OSD,,,,,,,,,No
1401214224,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000091116,1401214224,10/10/2023,904.26,OSD,,,,,,,,,No
1401217110,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000260315,1401217110,10/16/2023,904.26,OSD,,,,,,,,,No
1401104648,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000435076,1401104648,1/27/2023,904.2,OSD,,,,,,,,,No
1401152939,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2001527630,1401152939,5/10/2023,904,OSD,,,,,,,,,No
1401206620,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000420273,1401206620,9/20/2023,904,OSD,,,,,,,,,No
1401221169,1001000200,MEDLINE INDUSTRIES,Amazon,14718253,1401221169,10/25/2023,903.3,OSD,,,,,,,,,No
1401130369,1001000200,MEDLINE INDUSTRIES,Amazon,14553979,1401130369,3/17/2023,903,OSD,,,,,,,,,No
1401145938,1001000214,OWENS & MINOR INC,Kroger,8285246,1401145938,4/24/2023,903,OSD,,,,,,,,,No
1600553079,1001000200,MEDLINE INDUSTRIES,Amazon,14559357,1600553079,3/24/2023,902.4,OSD,,,,,,,,,No
9111402593,1001000214,OWENS & MINOR INC,Kroger,8296518,9111402593,7/3/2023,902.4,OSD,,,,,,,,,No
1401138879,1001000224,CONCORDANCE HEALTHCARE SOLUTIONS,Concordance,169670,1401138879,4/7/2023,902.03,OSD,,,,,,,,,No
1401104652,1001000146,HENRY SCHEIN INC,Target,81725703,1401104652,1/17/2023,901.25,OSD,,,,,,,,,No
9110896290,1001050979,RGH ENTERPRISES INC,C&S,1261136,9110896290,3/9/2023,900.15,OSD,,,,,,,,,No
1401103880,1001000200,MEDLINE INDUSTRIES,Amazon,14507623,1401103880,1/13/2023,900,OSD,,,,,,,,,No
1401106609,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000865345,1401106609,1/20/2023,900,OSD,,,,,,,,,No
1401117291,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000562242,1401117291,2/15/2023,900,OSD,,,,,,,,,No
1401115272,1001000200,MEDLINE INDUSTRIES,Amazon,14527430,1401115272,2/10/2023,900,OSD,,,,,,,,,No
1401126183,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2001545285,1401126183,3/6/2023,900,OSD,,,,,,,,,No
1401097458,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,,1401097458,3/13/2023,900,OSD,,,,,,,,,No
1401135801,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000048497,1401135801,3/31/2023,900,OSD,,,,,,,,,No
9110813388,1001073153,FISHER SCIENTIFIC COMPANY,Dollar General,89382154,9110813388,3/16/2023,900,OSD,,,,,,,,,No
1401140895,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1149796,1401140895,4/12/2023,900,OSD,,,,,,,,,No
1401143974,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000587379,1401143974,4/19/2023,900,OSD,,,,,,,,,No
1401171954,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1177471,1401171954,6/26/2023,900,OSD,,,,,,,,,No
1401170649,1001000146,HENRY SCHEIN INC,Target,81785841,1401170649,6/22/2023,900,OSD,,,,,,,,,No
1401171946,1001000214,OWENS & MINOR INC,Kroger,8295204,1401171946,6/26/2023,900,OSD,,,,,,,,,No
1401176787,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1182021,1401176787,7/10/2023,900,OSD,,,,,,,,,No
1401179656,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1184663,1401179656,7/17/2023,900,OSD,,,,,,,,,No
1401185999,1001000214,OWENS & MINOR INC,Kroger,8300927,1401185999,7/31/2023,900,OSD,,,,,,,,,No
1401189795,1001000214,OWENS & MINOR INC,Kroger,8302476,1401189795,8/9/2023,900,OSD,,,,,,,,,No
9111444377,1001073153,FISHER SCIENTIFIC COMPANY,Dollar General,400061827,9111444377,8/22/2023,900,OSD,,,,,,,,,No
1401202141,1001000200,MEDLINE INDUSTRIES,Amazon,14683532,1401202141,9/8/2023,900,OSD,,,,,,,,,No
1401209624,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1210486,1401209624,9/27/2023,900,OSD,,,,,,,,,No
1401206937,1001000172,CLAFLIN COMPANY,CLAFLIN COMPANY,121862413,1401206937,9/19/2023,900,OSD,,,,,,,,,No
1401212471,1001000200,MEDLINE INDUSTRIES,Amazon,14702633,1401212471,10/4/2023,900,OSD,,,,,,,,,No
1401219893,1001000214,OWENS & MINOR INC,Kroger,8314357,1401219893,10/23/2023,900,OSD,,,,,,,,,No
1401221775,1001000214,OWENS & MINOR INC,Kroger,8315144,1401221775,10/26/2023,900,OSD,,,,,,,,,No
1401229192,1001000148,MORRIS & DICKSON CO LTD,MORRIS & DICKSON CO LTD,270889,1401229192,11/14/2023,900,OSD,,,,,,,,,No
1401239250,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000370226,1401239250,12/11/2023,900,OSD,,,,,,,,,No
1401241248,1001000200,MEDLINE INDUSTRIES,Amazon,14756404,1401241248,12/15/2023,899.25,OSD,,,,,,,,,No
1600540123,1001000200,MEDLINE INDUSTRIES,Amazon,14512765,1600540123,1/20/2023,898.8,OSD,,,,,,,,,No
1401098137,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000361507,1401098137,1/23/2023,897.4,OSD,,,,,,,,,No
9111039872,1001054708,MT AUBURN HOSPITAL,MT AUBURN HOSPITAL,535985,9111039872,4/25/2023,896.88,OSD,,,,,,,,,No
1401152939,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2001527630,1401152939,5/10/2023,896.6,OSD,,,,,,,,,No
9110760403,1001038817,AERO MED LTD,Albertsons,924800001,9110760403,2/2/2023,896.4,OSD,,,,,,,,,No
1401196590,1001000200,MEDLINE INDUSTRIES,Amazon,14673461,1401196590,8/25/2023,896.1,OSD,,,,,,,,,No
9111704910,1001073153,FISHER SCIENTIFIC COMPANY,Dollar General,400083615,9111704910,10/3/2023,896.1,OSD,,,,,,,,,No
1401246277,1001000200,MEDLINE INDUSTRIES,Amazon,14766844,1401246277,12/29/2023,896.1,OSD,,,,,,,,,No
1401221781,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000151829,1401221781,10/26/2023,896.04,OSD,,,,,,,,,No
1401124611,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1136448,1401124611,3/6/2023,895.52,OSD,,,,,,,,,No
9110768659,1001000237,DISTRIBUTION COOPERATIVE,DISTRIBUTION COOPERATIVE,981380524,9110768659,4/28/2023,895.4,OSD,,,,,,,,,No
1401223886,1001000147,MCKESSON DRUG COMPANY,Costco,7554887713,1401223886,10/31/2023,895.4,OSD,,,,,,,,,No
1401214196,1001000214,OWENS & MINOR INC,Kroger,8312466,1401214196,10/10/2023,895.28,OSD,,,,,,,,,No
1401210044,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000375827,1401210044,9/28/2023,895,OSD,,,,,,,,,No
1401172918,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1178158,1401172918,6/28/2023,894.8,OSD,,,,,,,,,No
1401139202,1001000200,MEDLINE INDUSTRIES,Amazon,14570131,1401139202,4/7/2023,894,OSD,,,,,,,,,No
1401153020,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1160356,1401153020,5/10/2023,894,OSD,,,,,,,,,No
1600559240,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000875631,1600559240,5/2/2023,894,OSD,,,,,,,,,No
1401150360,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000039611,1401150360,5/4/2023,894,OSD,,,,,,,,,No
1600560261,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000875631,1600560261,5/3/2023,894,OSD,,,,,,,,,No
1401148615,1001000214,OWENS & MINOR INC,Kroger,8286558,1401148615,5/1/2023,894,OSD,,,,,,,,,No
1401178790,1001000214,OWENS & MINOR INC,Kroger,8298052,1401178790,7/13/2023,894,OSD,,,,,,,,,No
1401190256,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000001431,1401190256,8/10/2023,894,OSD,,,,,,,,,No
1401189910,1001000200,MEDLINE INDUSTRIES,Amazon,14660872,1401189910,8/9/2023,894,OSD,,,,,,,,,No
1401186673,1001000214,OWENS & MINOR INC,Kroger,8301227,1401186673,8/1/2023,894,OSD,,,,,,,,,No
1401212378,1001000200,MEDLINE INDUSTRIES,Amazon,14702634,1401212378,10/4/2023,894,OSD,,,,,,,,,No
9111761551,1001000200,MEDLINE INDUSTRIES,Amazon,14704212,9111761551,10/6/2023,894,OSD,,,,,,,,,No
1401234861,1001000214,OWENS & MINOR INC,Kroger,8320574,1401234861,11/29/2023,894,OSD,,,,,,,,,No
1401238037,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000167890,1401238037,12/7/2023,894,OSD,,,,,,,,,No
1401243245,1001000200,MEDLINE INDUSTRIES,Amazon,14750676,1401243245,12/7/2023,894,OSD,,,,,,,,,No
1401246277,1001000200,MEDLINE INDUSTRIES,Amazon,14766844,1401246277,12/29/2023,894,OSD,,,,,,,,,No
1401108880,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000625838,1401108880,1/26/2023,892.9,OSD,,,,,,,,,No
1600567396,1001000214,OWENS & MINOR INC,Kroger,8296251,1600567396,6/30/2023,892.8,OSD,,,,,,,,,No
1401086269,1001000214,OWENS & MINOR INC,Kroger,8296251,1401086269,6/30/2023,892.8,OSD,,,,,,,,,No
1401093046,1001000214,OWENS & MINOR INC,Kroger,8296251,1401093046,6/30/2023,892.8,OSD,,,,,,,,,No
1401186411,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000000920,1401186411,7/28/2023,892.4,OSD,,,,,,,,,No
1401122105,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000562265,1401122105,2/15/2023,891.4,OSD,,,,,,,,,No
1401177437,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000120040,1401177437,7/6/2023,891.4,OSD,,,,,,,,,No
1600568232,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000120040,1600568232,7/6/2023,891.4,OSD,,,,,,,,,No
1401215104,1001000214,OWENS & MINOR INC,Kroger,8312659,1401215104,10/11/2023,891.4,OSD,,,,,,,,,No
9111758935,1001000224,CONCORDANCE HEALTHCARE SOLUTIONS,Concordance,178869,9111758935,10/4/2023,891.4,OSD,,,,,,,,,No
1401218117,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000140065,1401218117,10/18/2023,891.4,OSD,,,,,,,,,No
1401228420,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2001405033,1401228420,11/13/2023,891.4,OSD,,,,,,,,,No
1401230696,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000920610,1401230696,11/17/2023,891.4,OSD,,,,,,,,,No
1401235577,1001000200,MEDLINE INDUSTRIES,Amazon,14739450,1401235577,11/22/2023,891.4,OSD,,,,,,,,,No
1401237403,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000376470,1401237403,12/6/2023,891.4,OSD,,,,,,,,,No
1401122105,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000562265,1401122105,2/15/2023,891.2,OSD,,,,,,,,,No
1401179483,1001625204,MEDLINE CUSTOM STERILE,MEDLINE CUSTOM STERILE,14642032,1401179483,7/14/2023,891,OSD,,,,,,,,,No
9111818955,1001038817,AERO MED LTD,Albertsons,1005400001,9111818955,11/1/2023,890.96,OSD,,,,,,,,,No
1401191922,1001000143,CARDINAL DISTRIBUTION,Walmart,16050154,1401191922,8/15/2023,890.85,OSD,,,,,,,,,No
9111471004,1001038817,AERO MED LTD,Albertsons,976000001,9111471004,7/27/2023,890.4,OSD,,,,,,,,,No
1600575895,1001000147,MCKESSON DRUG COMPANY,Costco,7435650106,1600575895,8/14/2023,890.4,OSD,,,,,,,,,No
1401108858,1001000214,OWENS & MINOR INC,Kroger,8271505,1401108858,1/26/2023,889.92,OSD,,,,,,,,,No
1401170544,1001000214,OWENS & MINOR INC,Kroger,8294899,1401170544,6/22/2023,889.92,OSD,,,,,,,,,No
1401228359,1001000143,CARDINAL DISTRIBUTION,Walmart,11786453,1401228359,11/13/2023,889.92,OSD,,,,,,,,,No
1401235577,1001000200,MEDLINE INDUSTRIES,Amazon,14739450,1401235577,11/22/2023,889.92,OSD,,,,,,,,,No
9111730563,1001000224,CONCORDANCE HEALTHCARE SOLUTIONS,Concordance,178495,9111730563,9/27/2023,889.28,OSD,,,,,,,,,No
1401152867,1001000143,CARDINAL DISTRIBUTION,Walmart,11353696,1401152867,6/12/2023,888.8,OSD,,,,,,,,,No
1401100574,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1115389,1401100574,1/5/2023,888,OSD,,,,,,,,,No
9111580872,1001000235,VWR SCIENTIFIC,VWR Sc,96351798,9111580872,10/3/2023,887.8,OSD,,,,,,,,,No
1401236226,1001000143,CARDINAL DISTRIBUTION,Walmart,11601714,1401236226,12/4/2023,886.45,OSD,,,,,,,,,No
1401105764,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1119776,1401105764,1/18/2023,886.2,OSD,,,,,,,,,No
9112037886,1001038817,AERO MED LTD,Albertsons,1017600001,9112037886,12/20/2023,886.2,OSD,,,,,,,,,No
1600542254,1001000200,MEDLINE INDUSTRIES,Amazon,14507624,1600542254,1/13/2023,885.8,OSD,,,,,,,,,No
1401135422,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000562571,1401135422,3/30/2023,885.8,OSD,,,,,,,,,No
9111032679,1001060869,LABORATORY SERVICES INC,LABORATORY SERVICES INC,1010611060,9111032679,6/21/2023,885.8,OSD,,,,,,,,,No
1401232353,1001000214,OWENS & MINOR INC,Kroger,8319395,1401232353,11/22/2023,885.8,OSD,,,,,,,,,No
1401148784,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1157332,1401148784,5/1/2023,885.3,OSD,,,,,,,,,No
1401101406,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002330576,1401101406,1/9/2023,884.88,OSD,,,,,,,,,No
