PO,External ID,Title,ASIN,Model Number,Freight Term,Qty,Unit Cost,Amount,Shortage quantity,Amount shortage,Last received date,ASIN received,Quantity received,Unit cost,Amount received,External Id Type,Backordered,Availability,Window Type,Window Start,Window End,Expected Date,Case Size,Quantity Requested,Quantity Outstanding,Case Cost,Total Cost,Accepted Quantity
84XES5BU,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Blueberry, 23.2oz Box (12 Bars)",B09WX8RYGN,RXBAR,Collect,90,$24.84 ,"$2,235.60 ",0,$0.00 ,24-10-2023,B09WX8RYGN,90,$24.84 ,"$2,235.60 ",,,,,,,,,,,,,
84XES5BU,1.94E+11,"RXBAR A.M. Protein Bars, Variety Pack, Gluten Free Snacks, Breakfast Snacks, 22.8oz Box (12 Bars)",B09WXF5PJQ,,Collect,126,$25.44 ,"$3,205.44 ",0,$0.00 ,24-10-2023,B09WXF5PJQ,126,$25.44 ,"$3,205.44 ",,,,,,,,,,,,,
84XES5BU,1.02E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Vanilla Almond (6 Boxes, 30 Bars)",B0BFY34Z9N,,Collect,43,$53.40 ,"$2,296.20 ",0,$0.00 ,26-10-2023,B0BFY34Z9N,43,$53.40 ,"$2,296.20 ",,,,,,,,,,,,,
84XES5BU,1.02E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Mixed Berry (6 Boxes, 30 Bars)",B0BFZMYY8J,,Collect,11,$53.40 ,$587.40 ,0,$0.00 ,24-10-2023,B0BFZMYY8J,11,$53.40 ,$587.40 ,,,,,,,,,,,,,
84XES5BU,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Chocolate (6 Boxes, 30 Bars)",B0BG8NN27Y,,Collect,7,$53.40 ,$373.80 ,2,$106.80 ,24-10-2023,B0BG8NN27Y,5,$53.40 ,$267.00 ,,,,,,,,,,,,,
84XES5BU,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Honey Cinnamon Peanut Butter (6 Boxes, 30 Bars)",B0BG8NTZWD,,Collect,26,$53.40 ,"$1,388.40 ",0,$0.00 ,24-10-2023,B0BG8NTZWD,26,$53.40 ,"$1,388.40 ",,,,,,,,,,,,,
84XES5BU,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Blueberry (6 Boxes, 30 Bars)",B0BG8P6KNZ,,Collect,12,$53.40 ,$640.80 ,0,$0.00 ,24-10-2023,"B0BJXW16DL,B0BG8P6KNZ",12,$53.40 ,$640.80 ,,,,,,,,,,,,,
84XES5BU,1.09E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Chocolate Chip (6 Boxes, 30 Bars)",B0BHXHND8P,,Collect,17,$53.40 ,$907.80 ,0,$0.00 ,24-10-2023,B0BHXHND8P,17,$53.40 ,$907.80 ,,,,,,,,,,,,,
84XES5BU,1.94E+11,"RXBAR A.M. Protein Bars, Variety Pack, Gluten Free Snacks, Breakfast Snacks, 38.8oz Box (20 Bars)",B0BTGMJV79,,Collect,38,$42.40 ,"$1,611.20 ",6,$254.40 ,12/11/2023,B0BTGMJV79,32,$42.40 ,"$1,356.80 ",,,,,,,,,,,,,
84XES5BU,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Peanut Butter Dark Chocolate (6 Boxes, 30 Bars)",B0BTTTLVXX,,Collect,15,$41.10 ,$616.50 ,0,$0.00 ,24-10-2023,B0BTTTLVXX,15,$41.10 ,$616.50 ,,,,,,,,,,,,,
3LHVS8VD,8.58E+11,"RXBAR Protein Bars, Protein Snack, Snack Bars, Variety Pack (12 Bars)",B018H3LFJG,RXF306,Collect,"1,320",$25.44 ,"$33,580.80 ",66,"$1,679.04 ",21-10-2023,B018H3LFJG,1254,$25.44 ,"$31,901.76 ",,,,,,,,,,,,,
3LHVS8VD,1.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Peanut Butter Chocolate, 22Oz Box (12 Bars)",B01M6TK228,RXF010,Collect,246,$24.84 ,"$6,110.64 ",0,$0.00 ,26-10-2023,B01M6TK228,246,$24.84 ,"$6,110.64 ",,,,,,,,,,,,,
3LHVS8VD,1.09E+13,"RX Nut Butter Almond Butter, Protein Snack, Lunch Snacks, Vanilla, 11.3oz Box (10 Packs)",B07D3H4CQF,RXN003,Collect,348,$14.00 ,"$4,872.00 ",0,$0.00 ,14-10-2023,B07D3H4CQF,348,$14.00 ,"$4,872.00 ",,,,,,,,,,,,,
3LHVS8VD,1.94E+11,"RX Nut Butter Peanut Butter, Protein Snack, Lunch Snacks, Chocolate (2 Jars)",B07Q89M576,RXKIT6117,Collect,26,$10.24 ,$266.24 ,0,$0.00 ,10/10/2023,B07Q89M576,26,$10.24 ,$266.24 ,,,,,,,,,,,,,
3LHVS8VD,1.02E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Vanilla Almond, 22oz Box (12 Bars)",B07ZQYM8MJ,,Collect,840,$24.84 ,"$20,865.60 ",22,$546.48 ,22-10-2023,B07ZQYM8MJ,818,$24.84 ,"$20,319.12 ",,,,,,,,,,,,,
3LHVS8VD,1.02E+13,"RX Nut Butter Almond Butter, Coconut, Delicious Flavor, 11.3oz Box (10 Count)",B084HJ1T2N,,Collect,24,$14.00 ,$336.00 ,0,$0.00 ,22-10-2023,B084HJ1T2N,24,$14.00 ,$336.00 ,,,,,,,,,,,,,
3LHVS8VD,1.94E+11,"RXBAR Chocolate AM Protein Bar 12 Count, 1.83 OZ",B09KMW172Z,1.94E+11,Collect,162,$24.84 ,"$4,024.08 ",0,$0.00 ,21-10-2023,B09KMW172Z,162,$24.84 ,"$4,024.08 ",,,,,,,,,,,,,
3LHVS8VD,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Blueberry, 23.2oz Box (12 Bars)",B09WX8RYGN,RXBAR,Collect,72,$24.84 ,"$1,788.48 ",0,$0.00 ,22-10-2023,B09WX8RYGN,72,$24.84 ,"$1,788.48 ",,,,,,,,,,,,,
3LHVS8VD,1.94E+11,"RXBAR A.M. Protein Bars, Variety Pack, Gluten Free Snacks, Breakfast Snacks, 22.8oz Box (12 Bars)",B09WXF5PJQ,,Collect,186,$25.44 ,"$4,731.84 ",0,$0.00 ,10/10/2023,B09WXF5PJQ,186,$25.44 ,"$4,731.84 ",,,,,,,,,,,,,
3LHVS8VD,1.02E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Mixed Berry (6 Boxes, 30 Bars)",B0BFZMYY8J,,Collect,14,$53.40 ,$747.60 ,0,$0.00 ,21-10-2023,B0BFZMYY8J,14,$53.40 ,$747.60 ,,,,,,,,,,,,,
3LHVS8VD,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Chocolate (6 Boxes, 30 Bars)",B0BG8NN27Y,,Collect,12,$53.40 ,$640.80 ,0,$0.00 ,21-10-2023,B0BG8NN27Y,12,$53.40 ,$640.80 ,,,,,,,,,,,,,
3LHVS8VD,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Honey Cinnamon Peanut Butter (6 Boxes, 30 Bars)",B0BG8NTZWD,,Collect,3,$53.40 ,$160.20 ,0,$0.00 ,21-10-2023,B0BG8NTZWD,3,$53.40 ,$160.20 ,,,,,,,,,,,,,
3LHVS8VD,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Blueberry (6 Boxes, 30 Bars)",B0BG8P6KNZ,,Collect,21,$53.40 ,"$1,121.40 ",0,$0.00 ,10/10/2023,B0BG8P6KNZ,21,$53.40 ,"$1,121.40 ",,,,,,,,,,,,,
3LHVS8VD,1.09E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Chocolate Chip (6 Boxes, 30 Bars)",B0BHXHND8P,,Collect,27,$53.40 ,"$1,441.80 ",0,$0.00 ,12/10/2023,B0BHXHND8P,27,$53.40 ,"$1,441.80 ",,,,,,,,,,,,,
3LHVS8VD,1.94E+11,"RXBAR A.M. Protein Bars, Variety Pack, Gluten Free Snacks, Breakfast Snacks, 38.8oz Box (20 Bars)",B0BTGMJV79,,Collect,91,$42.40 ,"$3,858.40 ",0,$0.00 ,21-10-2023,B0BTGMJV79,91,$42.40 ,"$3,858.40 ",,,,,,,,,,,,,
3LHVS8VD,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Peanut Butter Dark Chocolate (6 Boxes, 30 Bars)",B0BTTTLVXX,,Collect,15,$41.10 ,$616.50 ,0,$0.00 ,21-10-2023,B0BTTTLVXX,15,$41.10 ,$616.50 ,,,,,,,,,,,,,
1ZPWTROH,1.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Coconut Chocolate, 22oz Box (12 Bars)",B0143NQVI4,RXF004,Collect,654,$24.84 ,"$16,245.36 ",24,$596.16 ,7/11/2023,B0143NQVI4,630,$24.84 ,"$15,649.20 ",,,,,,,,,,,,,
1ZPWTROH,1.09E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Pumpkin Spice, 22oz Box (12 Bars)",B0143NQVJ8,RXF007,Collect,336,$24.84 ,"$8,346.24 ",0,$0.00 ,6/11/2023,B0143NQVJ8,336,$24.84 ,"$8,346.24 ",,,,,,,,,,,,,
1ZPWTROH,1.94E+11,"RXBAR A.M. Protein Bars, Protein Snack, Breakfast Bars, Honey Cinnamon Peanut Butter, 23.2oz Box (12 Bars)",B09KMWCX72,RXBAR,Collect,"1,740",$24.84 ,"$43,221.60 ",0,$0.00 ,6/11/2023,B09KMWCX72,1740,$24.84 ,"$43,221.60 ",,,,,,,,,,,,,
1ZPWTROH,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Peanut Butter Dark Chocolate, 23.2oz Box (12 Bars)",B0BQ9D92D8,1.94E+11,Collect,15,$102.00 ,"$1,530.00 ",0,"$1,157.40 ",6/11/2023,B0BQ9D92D8,15,$24.84 ,$372.60 ,,,,,,,,,,,,,
1ZPWTROH,1.94E+11,"RXBAR Minis Protein Bars, 6g Protein, Gluten Free Snacks, Variety Pack (32 Bars)",B0BTTSPF5H,,Collect,222,$41.60 ,"$9,235.20 ",0,$0.00 ,7/11/2023,B0BTTSPF5H,222,$41.60 ,"$9,235.20 ",,,,,,,,,,,,,
1ZPWTROH,1.94E+11,"RXBAR Minis Protein Bars, 6g Protein, Gluten Free Snacks, Variety Pack (32 Bars)",B0BYH2CNPN,,Collect,1,$41.60 ,$41.60 ,0,$0.00 ,25-10-2023,B0BYH2CNPN,1,$41.60 ,$41.60 ,,,,,,,,,,,,,
3UR445QT,1.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Coconut Chocolate, 22oz Box (12 Bars)",B0143NQVI4,RXF004,Collect,186,$24.84 ,"$4,620.24 ",41,"$1,018.44 ",7/10/2023,B0143NQVI4,145,$24.84 ,"$3,601.80 ",,,,,,,,,,,,,
3UR445QT,1.09E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Snack Bars, Peanut Butter, 22oz Box (12 Bars)",B0143NQVP2,RXF003,Collect,678,$24.84 ,"$16,841.52 ",31,$770.04 ,15-10-2023,B0143NQVP2,647,$24.84 ,"$16,071.48 ",,,,,,,,,,,,,
3UR445QT,1.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Chocolate Sea Salt, 22oz Box (12 Bars)",B0143NQVQ6,RXF006,Collect,"1,596",$24.84 ,"$39,644.64 ",210,"$5,216.40 ",7/10/2023,B0143NQVQ6,1386,$24.84 ,"$34,428.24 ",,,,,,,,,,,,,
3UR445QT,1.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Blueberry, 22Oz Box (12 Bars)",B0143NQW2E,RXF202,Collect,306,$24.84 ,"$7,601.04 ",10,$248.40 ,7/10/2023,B0143NQW2E,296,$24.84 ,"$7,352.64 ",,,,,,,,,,,,,
3UR445QT,1.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Chocolate Chip, 22oz Box (12 Bars)",B01M60S8C3,RXF010,Collect,6,$24.84 ,$149.04 ,0,$0.00 ,4/10/2023,B01M60S8C3,6,$24.84 ,$149.04 ,,,,,,,,,,,,,
3UR445QT,1.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Peanut Butter Chocolate, 22Oz Box (12 Bars)",B01M6TK228,RXF010,Collect,222,$24.84 ,"$5,514.48 ",50,"$1,242.00 ",1/10/2023,B01M6TK228,172,$24.84 ,"$4,272.48 ",,,,,,,,,,,,,
3UR445QT,1.09E+13,"RX Nut Butter Almond Butter, Protein Snack, Lunch Snacks, Vanilla, 11.3oz Box (10 Packs)",B07D3H4CQF,RXN003,Collect,"1,362",$14.00 ,"$19,068.00 ",38,$532.00 ,29-09-2023,B07D3H4CQF,1324,$14.00 ,"$18,536.00 ",,,,,,,,,,,,,
3UR445QT,1.09E+13,"RXBAR Nut Butter Peanut Butter, Protein Snack, Lunch Snacks, Chocolate, 11.3oz Box (10 Packs)",B07LC7HSZN,RXN006,Collect,6,$14.00 ,$84.00 ,0,$0.00 ,29-09-2023,B07LC7HSZN,6,$14.00 ,$84.00 ,,,,,,,,,,,,,
3UR445QT,1.94E+11,"RX Nut Butter Peanut Butter, Protein Snack, Lunch Snacks, Honey Cinnamon (2 Jars)",B07Q61TRLH,RXKIT6113,Collect,393,$10.24 ,"$4,024.32 ",0,$0.00 ,4/10/2023,B07Q61TRLH,393,$10.24 ,"$4,024.32 ",,,,,,,,,,,,,
3UR445QT,1.94E+11,"RX Nut Butter Peanut Butter, Protein Snack, Lunch Snacks, Chocolate (2 Jars)",B07Q89M576,RXKIT6117,Collect,63,$10.24 ,$645.12 ,34,$348.16 ,28-10-2023,B07Q89M576,29,$10.24 ,$296.96 ,,,,,,,,,,,,,
3UR445QT,1.94E+11,"RXBAR Nut Butter Almond Butter, Protein Snack, Lunch Snacks, Vanilla (2 Jars)",B07QBSWNFN,RXKIT6114,Collect,1,$15.32 ,$15.32 ,0,$0.00 ,1/10/2023,B07QBSWNFN,1,$15.32 ,$15.32 ,,,,,,,,,,,,,
3UR445QT,1.02E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Vanilla Almond, 22oz Box (12 Bars)",B07ZQYM8MJ,,Collect,"1,044",$24.84 ,"$25,932.96 ",7,$173.88 ,29-09-2023,B07ZQYM8MJ,1037,$24.84 ,"$25,759.08 ",,,,,,,,,,,,,
3UR445QT,1.02E+13,"RX Nut Butter Almond Butter, Coconut, Delicious Flavor, 11.3oz Box (10 Count)",B084HJ1T2N,,Collect,6,$14.00 ,$84.00 ,0,$0.00 ,29-09-2023,B084HJ1T2N,6,$14.00 ,$84.00 ,,,,,,,,,,,,,
3UR445QT,1.94E+11,"RX Nut Butter, Protein Snack, Lunch Snacks, Variety Pack (60 Packs)",B08XZ1P2X8,,Collect,216,$15.00 ,"$3,240.00 ",185,"$2,775.00 ",30-09-2023,B08XZ1P2X8,31,$15.00 ,$465.00 ,,,,,,,,,,,,,
3UR445QT,1.94E+11,"RXBAR A.M. Protein Bars, Protein Snack, Breakfast Bars, Honey Cinnamon Peanut Butter, 23.2oz Box (12 Bars)",B09KMWCX72,RXBAR,Collect,252,$24.84 ,"$6,259.68 ",23,$571.32 ,7/10/2023,B09KMWCX72,229,$24.84 ,"$5,688.36 ",,,,,,,,,,,,,
3UR445QT,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Blueberry, 23.2oz Box (12 Bars)",B09WX8RYGN,RXBAR,Collect,36,$24.84 ,$894.24 ,30,$745.20 ,5/10/2023,B09WX8RYGN,6,$24.84 ,$149.04 ,,,,,,,,,,,,,
3UR445QT,1.02E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Mixed Berry (6 Boxes, 30 Bars)",B0BFZMYY8J,,Collect,10,$53.40 ,$534.00 ,0,$0.00 ,29-09-2023,B0BFZMYY8J,10,$53.40 ,$534.00 ,,,,,,,,,,,,,
3UR445QT,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Blueberry (6 Boxes, 30 Bars)",B0BG8P6KNZ,,Collect,26,$53.40 ,"$1,388.40 ",0,$0.00 ,30-09-2023,"B0BHXK6FGH,B0BG8P6KNZ",26,$53.40 ,"$1,388.40 ",,,,,,,,,,,,,
3UR445QT,1.09E+13,"RxBar Protein Bars, Blueberry, Kosher, Gluten Free, 5 Count, 9.15 Ounce (Pack of 6)",B0BHXFTSV4,,Collect,285,$53.40 ,"$15,219.00 ",0,$0.00 ,17-10-2023,"B0BHXFTSV4,B0BJXW16DL",285,$53.40 ,"$15,219.00 ",,,,,,,,,,,,,
3UR445QT,1.09E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Chocolate Chip (6 Boxes, 30 Bars)",B0BHXHND8P,,Collect,2,$53.40 ,$106.80 ,0,$0.00 ,30-09-2023,B0BHXHND8P,2,$53.40 ,$106.80 ,,,,,,,,,,,,,
3UR445QT,1.94E+11,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Variety Pack (28 Bars)",B0BTGK26B1,,Collect,55,$59.36 ,"$3,264.80 ",0,$0.00 ,13-10-2023,B0BTGK26B1,55,$59.36 ,"$3,264.80 ",,,,,,,,,,,,,
3UR445QT,1.94E+11,"RXBAR A.M. Protein Bars, Variety Pack, Gluten Free Snacks, Breakfast Snacks, 38.8oz Box (20 Bars)",B0BTGMJV79,,Collect,12,$42.40 ,$508.80 ,0,$0.00 ,30-09-2023,"B0BTGMJV79,B0BYH2CNPN",12,$42.40 ,$508.80 ,,,,,,,,,,,,,
3UR445QT,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Peanut Butter Dark Chocolate (6 Boxes, 30 Bars)",B0BTTTLVXX,,Collect,5,$41.10 ,$205.50 ,0,$0.00 ,29-09-2023,B0BTTTLVXX,5,$41.10 ,$205.50 ,,,,,,,,,,,,,
3UR445QT,1.94E+11,"RXBAR Minis Protein Bars, 6g Protein, Gluten Free Snacks, Variety Pack (32 Bars)",B0BYH2CNPN,,Collect,4,$41.60 ,$166.40 ,0,$0.00 ,29-09-2023,B0BYH2CNPN,4,$41.60 ,$166.40 ,,,,,,,,,,,,,
3UR445QT,1.94E+11,"RXBAR Minis Protein Bars, Protein Snack, Snack Bars, Variety Pack (16 Bars)",B0BYHB689F,SUVELAM,Collect,600,$20.80 ,"$12,480.00 ",11,$228.80 ,25-10-2023,B0BYHB689F,589,$20.80 ,"$12,251.20 ",,,,,,,,,,,,,
85ZMZ1BH,1.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Coconut Chocolate, 22oz Box (12 Bars)",B0143NQVI4,RXF004,Collect,804,$24.84 ,"$19,968.68 ",0,$0.00 ,14-06-2023,B0143NQVI4,804,$24.84 ,"$19,968.68 ",,,,,,,,,,,,,
85ZMZ1BH,1.09E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Snack Bars, Peanut Butter, 22oz Box (12 Bars)",B0143NQVP2,RXF003,Collect,"1,146",$24.84 ,"$28,462.82 ",0,$0.00 ,14-06-2023,B0143NQVP2,1146,$24.84 ,"$28,462.82 ",,,,,,,,,,,,,
85ZMZ1BH,1.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Chocolate Sea Salt, 22oz Box (12 Bars)",B0143NQVQ6,RXF006,Collect,"3,990",$24.84 ,"$99,098.30 ",52,"$1,291.51 ",9/7/2023,B0143NQVQ6,3938,$24.84 ,"$97,806.80 ",,,,,,,,,,,,,
85ZMZ1BH,2.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Mint Chocolate, 22oz Box (12 Bars)",B01A97D7V2,RXF008,Collect,30,$24.84 ,$745.10 ,5,$124.18 ,15-06-2023,B01A97D7V2,25,$24.84 ,$620.92 ,,,,,,,,,,,,,
85ZMZ1BH,1.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Maple Sea Salt, 22oz Box (12 Bars)",B01IRG8AGE,RXF009,Collect,"1,080",$24.84 ,"$26,823.60 ",0,$0.00 ,15-06-2023,B01IRG8AGE,1080,$24.84 ,"$26,823.60 ",,,,,,,,,,,,,
85ZMZ1BH,1.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Chocolate Chip, 22oz Box (12 Bars)",B01M60S8C3,RXF010,Collect,192,$24.84 ,"$4,768.64 ",0,$0.00 ,7/6/2023,B01M60S8C3,192,$24.84 ,"$4,768.64 ",,,,,,,,,,,,,
85ZMZ1BH,1.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Mixed Berry, 12 Count (Pack of 1)",B01M6THM7P,RXF012,Collect,906,$24.84 ,"$22,502.02 ",0,$0.00 ,15-06-2023,B01M6THM7P,906,$24.84 ,"$22,502.02 ",,,,,,,,,,,,,
85ZMZ1BH,1.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Peanut Butter Chocolate, 22Oz Box (12 Bars)",B01M6TK228,RXF010,Collect,444,$24.84 ,"$11,027.48 ",0,$0.00 ,14-06-2023,B01M6TK228,444,$24.84 ,"$11,027.48 ",,,,,,,,,,,,,
85ZMZ1BH,1.09E+13,"RXBAR Whole Food Protein Bar, Peanut Butter Chocolate (6 Boxes, 24 Bars)",B07D1SNG9K,RXKIT8112,Collect,2,$44.15 ,$88.30 ,0,$0.00 ,7/6/2023,B07D1SNG9K,2,$44.15 ,$88.30 ,,,,,,,,,,,,,
85ZMZ1BH,1.09E+13,"RXBAR, Peanut Butter, Protein Bar, Gluten Free, 4 Count (Pack of 6)",B07D2RHJ4D,RXKIT8116,Collect,197,$44.15 ,"$8,697.55 ",0,$0.00 ,15-06-2023,B07D2RHJ4D,197,$44.15 ,"$8,697.55 ",,,,,,,,,,,,,
85ZMZ1BH,1.09E+13,"RX Nut Butter Almond Butter, Protein Snack, Lunch Snacks, Vanilla, 11.3oz Box (10 Packs)",B07D3H4CQF,RXN003,Collect,834,$14.00 ,"$11,674.61 ",13,$181.98 ,15-06-2023,B07D3H4CQF,821,$14.00 ,"$11,492.63 ",,,,,,,,,,,,,
85ZMZ1BH,1.09E+13,"RX Nut Butter Peanut Butter, Protein Snack, Lunch Snacks, Honey Cinnamon, 11.3oz Box (10 Packs)",B07D3H9KBM,RXN002,Collect,48,$14.00 ,$671.92 ,3,$42.00 ,7/6/2023,B07D3H9KBM,45,$14.00 ,$629.93 ,,,,,,,,,,,,,
85ZMZ1BH,1.09E+13,"RXBAR Maple Sea Salt, Protein Bar, Gluten Free (24 Bars)",B07GCGV2HN,RXF209,Collect,31,$44.15 ,"$1,368.65 ",2,$88.30 ,7/6/2023,B07GCGV2HN,29,$44.15 ,"$1,280.35 ",,,,,,,,,,,,,
85ZMZ1BH,1.09E+13,"RXBAR Nut Butter Almond Butter, Protein Snack, Lunch Snacks, Maple, 11.3oz Box (10 Packs)",B07LC4Y23N,RXN005,Collect,6,$14.00 ,$83.99 ,0,$0.00 ,7/6/2023,B07LC4Y23N,6,$14.00 ,$83.99 ,,,,,,,,,,,,,
85ZMZ1BH,1.09E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Banana Chocolate Walnut, 22oz Box (12 Bars)",B07M7KY9RJ,RXB1001/100/118,Collect,162,$24.84 ,"$4,023.54 ",0,$0.00 ,7/6/2023,B07M7KY9RJ,162,$24.84 ,"$4,023.54 ",,,,,,,,,,,,,
85ZMZ1BH,1.02E+13,"RX A.M. Oats Oatmeal Cups, 12g Protein, Gluten Free Snacks, Apple Cinnamon (12 Cups)",B07TWNF9RG,,Collect,8,$31.18 ,$249.44 ,0,$0.00 ,15-06-2023,B07TWNF9RG,8,$31.18 ,$249.44 ,,,,,,,,,,,,,
85ZMZ1BH,1.02E+13,"RX A.M. Oats Oatmeal Cups, 12g Protein, Gluten Free Snacks, Maple, 2.18 Oz (Pack of 12)",B07TWNG3LW,,Collect,3,$31.18 ,$93.54 ,0,$0.00 ,14-06-2023,B07TWNG3LW,3,$31.18 ,$93.54 ,,,,,,,,,,,,,
85ZMZ1BH,2.09E+13,"RXBAR Banana Chocolate Walnut, Protein Bar, High Protein Snack, Gluten Free (6 Boxes, 24 Bars)",B07WRMH1ZB,,Collect,20,$44.15 ,$883.00 ,0,$0.00 ,7/6/2023,B07WRMH1ZB,20,$44.15 ,$883.00 ,,,,,,,,,,,,,
85ZMZ1BH,1.02E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Vanilla Almond, 22oz Box (12 Bars)",B07ZQYM8MJ,,Collect,870,$24.84 ,"$21,607.90 ",0,$0.00 ,14-06-2023,B07ZQYM8MJ,870,$24.84 ,"$21,607.90 ",,,,,,,,,,,,,
85ZMZ1BH,1.02E+13,"RX Nut Butter Almond Butter, Coconut, Delicious Flavor, 11.3oz Box (10 Count)",B084HJ1T2N,,Collect,234,$14.00 ,"$3,275.61 ",0,$0.00 ,7/6/2023,B084HJ1T2N,234,$14.00 ,"$3,275.61 ",,,,,,,,,,,,,
85ZMZ1BH,1.02E+13,"RX A.M. Oats Oat Cup, Vanilla Almond, 12g Protein (12 Count)",B0882C2MQ5,,Collect,39,$31.18 ,"$1,216.02 ",0,$0.00 ,14-06-2023,B0882C2MQ5,39,$31.18 ,"$1,216.02 ",,,,,,,,,,,,,
85ZMZ1BH,1.94E+11,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Strawberry, 22oz Box (12 Bars)",B0BFSFGNHR,1.94E+11,Collect,108,$24.84 ,"$2,682.36 ",0,$0.00 ,7/6/2023,B0BFSFGNHR,108,$24.84 ,"$2,682.36 ",,,,,,,,,,,,,
85ZMZ1BH,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Chocolate (6 Boxes, 30 Bars)",B0BG8NN27Y,,Collect,5,$53.39 ,$266.95 ,0,$0.00 ,7/6/2023,B0BG8NN27Y,5,$53.39 ,$266.95 ,,,,,,,,,,,,,
85ZMZ1BH,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Honey Cinnamon Peanut Butter (6 Boxes, 30 Bars)",B0BG8NTZWD,,Collect,19,$53.39 ,"$1,014.41 ",0,$0.00 ,9/6/2023,B0BG8NTZWD,19,$53.39 ,"$1,014.41 ",,,,,,,,,,,,,
85ZMZ1BH,1.94E+11,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Chocolate Lovers Variety Pack, 4 Flavors (10 Bars)",B0BG8PMYBY,,Collect,360,$17.00 ,"$6,118.80 ",0,$0.00 ,14-06-2023,B0BG8PMYBY,360,$17.00 ,"$6,118.80 ",,,,,,,,,,,,,
4DN6ZPHZ,1.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Coconut Chocolate, 22oz Box (12 Bars)",B0143NQVI4,RXF004,Collect,810,$24.84 ,"$20,120.40 ",0,$0.00 ,20-10-2023,"B0143NQVI4,B0143NQVJ8",810,$24.84 ,"$20,120.40 ",,,,,,,,,,,,,
4DN6ZPHZ,1.09E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Pumpkin Spice, 22oz Box (12 Bars)",B0143NQVJ8,RXF007,Collect,342,$24.84 ,"$8,495.28 ",0,$0.00 ,20-10-2023,B0143NQVJ8,342,$24.84 ,"$8,495.28 ",,,,,,,,,,,,,
